Age_days	Mean_All_Monkey_prop	Female	Noord	Oost	Zuid	West	Regio	Age_years	psw
2197	.589166666666667	0	0	0	0	1	4	6	.996
2229	.281666666666667	1	0	0	0	1	4	6	.858
2237	.391666666666667	0	0	0	0	1	4	6	.996
2238	.39	1	0	0	0	1	4	6	.858
2251	.605	1	0	0	0	1	4	6	.858
2255	.569166666666667	1	0	0	0	1	4	6	.858
2258	.375	1	0	0	0	1	4	6	.858
2258	.573333333333333	1	0	0	0	1	4	6	.858
2259	.0933333333333333	0	0	0	0	1	4	6	.996
2260	.210833333333333	0	0	0	1	0	3	6	1.1165
2262	.406666666666667	1	0	1	0	0	2	6	.8792
2264	.435833333333333	0	0	0	0	1	4	6	.996
2265	.346666666666667	1	0	0	0	1	4	6	.858
2266	.340833333333333	1	0	0	0	1	4	6	.858
2272	.533333333333333	1	0	0	0	1	4	6	.858
2274	.113333333333333	1	0	0	0	1	4	6	.858
2276	.599166666666667	1	0	1	0	0	2	6	.8792
2279	.238333333333333	0	0	0	0	1	4	6	.996
2285	.310833333333333	0	0	0	0	1	4	6	.996
2288	.445	1	0	0	0	1	4	6	.858
2294	.236666666666667	0	0	0	1	0	3	6	1.1165
2299	.298333333333333	0	0	0	0	1	4	6	.996
2302	.18	0	0	0	0	1	4	6	.996
2302	.559166666666667	1	0	1	0	0	2	6	.8792
2303	.801666666666667	0	0	0	0	1	4	6	.996
2303	.515833333333333	1	0	0	0	1	4	6	.858
2304	.540833333333333	1	0	0	0	1	4	6	.858
2305	.3675	1	0	0	0	1	4	6	.858
2305	.12	1	0	0	0	1	4	6	.858
2306	.599166666666667	0	0	0	0	1	4	6	.996
2309	.48	1	0	1	0	0	2	6	.8792
2309	.323333333333333	0	0	0	0	1	4	6	.996
2310	.29	1	0	0	0	1	4	6	.858
2310	.454166666666667	0	0	0	0	1	4	6	.996
2311	.2275	0	0	0	0	1	4	6	.996
2313	.0791666666666667	0	0	0	0	1	4	6	.996
2313	.56	1	1	0	0	0	1	6	1.8346
2313	.473333333333333	0	1	0	0	0	1	6	1.6923
2316	.103333333333333	1	0	1	0	0	2	6	.8792
2317	.206666666666667	0	0	0	0	1	4	6	.996
2317	.0866666666666667	0	0	0	0	1	4	6	.996
2317	.233333333333333	1	0	0	0	1	4	6	.858
2318	.433333333333333	1	0	0	0	1	4	6	.858
2318	.3625	1	0	1	0	0	2	6	.8792
2319	.3	0	0	0	0	1	4	6	.996
2319	.4775	0	0	0	0	1	4	6	.996
2320	.376666666666667	0	0	0	0	1	4	6	.996
2322	.085	1	0	0	0	1	4	6	.858
2323	.444166666666667	1	0	0	0	1	4	6	.858
2323	.534166666666666	0	0	0	1	0	3	6	1.1165
2325	.541666666666667	1	0	1	0	0	2	6	.8792
2325	.274166666666667	0	0	1	0	0	2	6	.9939
2326	.491666666666667	1	0	0	0	1	4	6	.858
2327	.394166666666667	1	0	0	0	1	4	6	.858
2327	.2525	1	0	1	0	0	2	6	.8792
2328	.508333333333333	1	0	0	1	0	3	6	1.0569
2329	.225833333333333	1	0	1	0	0	2	6	.8792
2329	.0966666666666667	0	0	0	0	1	4	6	.996
2331	.454166666666667	1	0	0	0	1	4	6	.858
2333	.698333333333333	1	0	0	1	0	3	6	1.0569
2333	.611666666666667	0	1	0	0	0	1	6	1.6923
2337	.321666666666667	1	0	0	1	0	3	6	1.0569
2338	.56	0	0	1	0	0	2	6	.9939
2338	.5	1	0	1	0	0	2	6	.8792
2339	.386666666666667	1	0	0	0	1	4	6	.858
2343	.2075	1	0	0	0	1	4	6	.858
2343	.1075	1	0	1	0	0	2	6	.8792
2343	.58	1	0	0	1	0	3	6	1.0569
2344	.249166666666667	0	1	0	0	0	1	6	1.6923
2345	.365	0	0	0	0	1	4	6	.996
2345	.410833333333333	1	0	0	1	0	3	6	1.0569
2346	.424166666666667	0	0	1	0	0	2	6	.9939
2346	.491666666666667	1	0	0	0	1	4	6	.858
2346	.384166666666667	1	0	1	0	0	2	6	.8792
2347	.384166666666667	1	0	0	0	1	4	6	.858
2347	.2	1	0	0	0	1	4	6	.858
2351	.459166666666667	0	0	0	0	1	4	6	.996
2352	.466666666666667	1	0	0	0	1	4	6	.858
2352	.209166666666667	1	0	0	0	1	4	6	.858
2355	.296666666666667	0	0	0	1	0	3	6	1.1165
2356	.5575	0	0	0	1	0	3	6	1.1165
2357	.236666666666667	1	0	0	0	1	4	6	.858
2357	.560833333333333	1	0	0	0	1	4	6	.858
2357	.4775	1	0	1	0	0	2	6	.8792
2357	.493333333333333	0	1	0	0	0	1	6	1.6923
2358	.143333333333333	1	0	1	0	0	2	6	.8792
2358	.595833333333333	1	0	0	0	1	4	6	.858
2358	.5175	1	0	0	1	0	3	6	1.0569
2358	.291666666666667	1	0	0	0	1	4	6	.858
2360	.488333333333333	0	0	0	0	1	4	6	.996
2361	.0933333333333333	0	0	1	0	0	2	6	.9939
2361	.464166666666667	0	0	1	0	0	2	6	.9939
2362	.460833333333333	1	0	0	1	0	3	6	1.0569
2363	.67	0	0	0	0	1	4	6	.996
2363	.548333333333333	1	0	1	0	0	2	6	.8792
2364	.354166666666667	0	0	0	1	0	3	6	1.1165
2364	.359166666666667	1	0	0	0	1	4	6	.858
2365	.501666666666667	1	0	0	0	1	4	6	.858
2365	.4575	0	0	0	0	1	4	6	.996
2366	.271666666666667	1	0	1	0	0	2	6	.8792
2366	.6175	0	0	0	1	0	3	6	1.1165
2367	.650833333333333	1	0	1	0	0	2	6	.8792
2367	.3125	1	0	0	0	1	4	6	.858
2368	.314166666666667	1	0	1	0	0	2	6	.8792
2368	.638333333333333	1	0	0	1	0	3	6	1.0569
2368	.461666666666667	0	0	0	1	0	3	6	1.1165
2370	.243333333333333	0	0	0	0	1	4	6	.996
2370	.545	1	0	1	0	0	2	6	.8792
2370	.480833333333333	1	1	0	0	0	1	6	1.8346
2371	.123333333333333	1	0	0	0	1	4	6	.858
2371	.406666666666667	1	0	0	0	1	4	6	.858
2371	.11	1	0	1	0	0	2	6	.8792
2375	.43	1	0	0	0	1	4	6	.858
2377	.545	0	0	0	0	1	4	6	.996
2380	.645833333333333	1	0	0	1	0	3	6	1.0569
2381	.3925	1	0	1	0	0	2	6	.8792
2386	.499166666666667	1	0	0	0	1	4	6	.858
2388	.498333333333333	1	0	0	0	1	4	6	.858
2388	.475	1	0	0	0	1	4	6	.858
2390	.11	1	0	1	0	0	2	6	.8792
2392	.42	1	0	0	1	0	3	6	1.0569
2394	.47	0	0	1	0	0	2	6	.9939
2394	.466666666666667	1	0	0	0	1	4	6	.858
2396	.611666666666667	0	0	0	0	1	4	6	.996
2396	.300833333333333	0	0	0	0	1	4	6	.996
2400	.576666666666667	0	0	0	0	1	4	6	.996
2400	.17	0	0	0	1	0	3	6	1.1165
2402	.111666666666667	1	0	0	0	1	4	6	.858
2403	.159166666666667	0	0	1	0	0	2	6	.9939
2403	.2375	1	0	0	1	0	3	6	1.0569
2404	.435833333333333	1	0	0	0	1	4	6	.858
2405	.21	0	0	1	0	0	2	6	.9939
2405	.494166666666667	1	0	0	0	1	4	6	.858
2406	.295	1	0	1	0	0	2	6	.8792
2406	.1175	1	0	0	0	1	4	6	.858
2406	.564166666666667	0	0	0	0	1	4	6	.996
2406	.239166666666667	0	0	0	1	0	3	6	1.1165
2408	.546666666666667	0	0	0	0	1	4	6	.996
2408	.125833333333333	1	0	0	0	1	4	6	.858
2408	.5225	1	0	0	0	1	4	6	.858
2409	.434166666666667	0	0	0	0	1	4	6	.996
2410	.326666666666667	0	0	0	0	1	4	6	.996
2410	.515	1	0	0	1	0	3	6	1.0569
2412	.58	0	0	1	0	0	2	6	.9939
2412	.3475	1	0	0	0	1	4	6	.858
2412	.623333333333333	1	0	0	0	1	4	6	.858
2412	.2875	0	0	0	0	1	4	6	.996
2412	.541666666666667	0	0	0	0	1	4	6	.996
2413	.0808333333333333	0	0	0	0	1	4	6	.996
2414	.609166666666667	1	0	0	0	1	4	6	.858
2414	.343333333333333	1	0	0	0	1	4	6	.858
2414	.265833333333333	0	0	0	0	1	4	6	.996
2417	.451666666666667	1	0	0	0	1	4	6	.858
2417	.425833333333333	0	0	0	1	0	3	6	1.1165
2418	.095	0	0	0	1	0	3	6	1.1165
2419	.485	1	0	0	0	1	4	6	.858
2421	.443333333333333	1	0	0	0	1	4	6	.858
2422	.514166666666667	0	0	0	0	1	4	6	.996
2423	.43	1	0	0	0	1	4	6	.858
2424	.0783333333333333	0	0	0	0	1	4	6	.996
2424	.221666666666667	0	0	0	0	1	4	6	.996
2424	.311666666666667	0	0	0	0	1	4	6	.996
2424	.476666666666667	0	0	0	0	1	4	6	.996
2425	.4875	1	0	0	1	0	3	6	1.0569
2425	.336666666666667	1	0	1	0	0	2	6	.8792
2426	.138333333333333	1	0	0	1	0	3	6	1.0569
2428	.563333333333333	1	0	0	0	1	4	6	.858
2428	.556666666666666	0	0	0	0	1	4	6	.996
2429	.143333333333333	1	0	0	0	1	4	6	.858
2429	.370833333333333	0	0	0	1	0	3	6	1.1165
2433	.246666666666667	0	0	0	0	1	4	6	.996
2436	.459166666666667	1	0	0	0	1	4	6	.858
2437	.630833333333333	1	0	1	0	0	2	6	.8792
2437	.515833333333333	0	0	0	0	1	4	6	.996
2438	.241666666666667	0	0	0	0	1	4	6	.996
2439	.4925	1	0	0	0	1	4	6	.858
2439	.293333333333333	0	1	0	0	0	1	6	1.6923
2439	.505833333333333	0	1	0	0	0	1	6	1.6923
2440	.451666666666667	0	0	1	0	0	2	6	.9939
2440	.33	1	0	1	0	0	2	6	.8792
2441	.624166666666667	0	0	0	0	1	4	6	.996
2441	.199166666666667	0	0	0	0	1	4	6	.996
2441	.151666666666667	0	0	0	0	1	4	6	.996
2443	.186666666666667	0	0	0	1	0	3	6	1.1165
2446	.576666666666666	0	0	0	0	1	4	6	.996
2446	.0766666666666667	0	0	0	0	1	4	6	.996
2447	.4475	0	0	1	0	0	2	6	.9939
2447	.529166666666667	1	0	0	0	1	4	6	.858
2449	.526666666666667	1	0	0	1	0	3	6	1.0569
2450	.511666666666667	1	0	0	1	0	3	6	1.0569
2450	.391666666666667	0	0	1	0	0	2	6	.9939
2451	.280833333333333	0	0	0	1	0	3	6	1.1165
2451	.465833333333333	1	0	0	1	0	3	6	1.0569
2452	.286666666666667	0	0	1	0	0	2	6	.9939
2454	.318333333333333	1	1	0	0	0	1	6	1.8346
2455	.44	0	0	0	1	0	3	6	1.1165
2456	.105	1	0	0	0	1	4	6	.858
2457	.56	0	0	0	0	1	4	6	.996
2458	.515	0	0	0	1	0	3	6	1.1165
2459	.124166666666667	0	0	1	0	0	2	6	.9939
2459	.375833333333333	0	0	1	0	0	2	6	.9939
2459	.416666666666667	0	0	1	0	0	2	6	.9939
2459	.1975	1	0	0	0	1	4	6	.858
2459	.244166666666667	1	0	0	1	0	3	6	1.0569
2459	.339166666666667	1	1	0	0	0	1	6	1.8346
2460	.0975	0	0	0	0	1	4	6	.996
2460	.4675	0	0	0	0	1	4	6	.996
2461	.501666666666666	0	0	1	0	0	2	6	.9939
2462	.405833333333333	1	0	0	0	1	4	6	.858
2462	.514166666666667	1	0	1	0	0	2	6	.8792
2464	.590833333333333	1	0	0	1	0	3	6	1.0569
2464	.296666666666667	1	0	0	0	1	4	6	.858
2465	.268333333333333	0	0	1	0	0	2	6	.9939
2465	.0916666666666667	1	0	0	0	1	4	6	.858
2465	.558333333333333	1	1	0	0	0	1	6	1.8346
2468	.59	0	0	0	1	0	3	6	1.1165
2468	.253333333333333	0	1	0	0	0	1	6	1.6923
2469	.496666666666667	1	0	0	0	1	4	6	.858
2469	.486666666666667	1	0	0	1	0	3	6	1.0569
2469	.3175	1	0	0	1	0	3	6	1.0569
2470	.311666666666667	1	0	1	0	0	2	6	.8792
2471	.459166666666667	0	0	1	0	0	2	6	.9939
2472	.428333333333333	0	0	0	1	0	3	6	1.1165
2473	.336666666666667	0	1	0	0	0	1	6	1.6923
2474	.635833333333333	0	0	0	0	1	4	6	.996
2474	.516666666666667	0	0	0	1	0	3	6	1.1165
2476	.0533333333333333	1	0	1	0	0	2	6	.8792
2476	.103333333333333	0	0	0	0	1	4	6	.996
2477	.321666666666667	1	0	0	0	1	4	6	.858
2477	.225833333333333	1	0	0	1	0	3	6	1.0569
2478	.508333333333333	0	1	0	0	0	1	6	1.6923
2479	.27	1	0	0	0	1	4	6	.858
2479	.558333333333333	0	0	0	0	1	4	6	.996
2480	.603333333333333	0	0	0	0	1	4	6	.996
2480	.584166666666667	0	0	0	1	0	3	6	1.1165
2480	.53	1	0	0	0	1	4	6	.858
2483	.643333333333333	1	0	0	1	0	3	6	1.0569
2483	.348333333333333	1	0	1	0	0	2	6	.8792
2484	.12	0	0	1	0	0	2	6	.9939
2484	.3425	0	0	0	0	1	4	6	.996
2485	.3875	0	0	0	1	0	3	6	1.1165
2490	.23	0	0	1	0	0	2	6	.9939
2491	.55	0	0	0	0	1	4	6	.996
2492	.515833333333333	1	0	0	0	1	4	6	.858
2492	.368333333333333	0	0	1	0	0	2	6	.9939
2492	.105833333333333	0	0	0	0	1	4	6	.996
2493	.534166666666667	1	0	1	0	0	2	6	.8792
2494	.725833333333333	1	0	0	0	1	4	6	.858
2494	.398333333333333	1	0	0	1	0	3	6	1.0569
2494	.495	0	0	0	0	1	4	6	.996
2495	.499166666666667	0	0	1	0	0	2	6	.9939
2496	.421666666666667	0	0	0	0	1	4	6	.996
2499	.5075	0	0	1	0	0	2	6	.9939
2499	.390833333333333	0	0	0	0	1	4	6	.996
2500	.314166666666667	0	0	1	0	0	2	6	.9939
2501	.236666666666667	0	0	0	0	1	4	6	.996
2502	.661666666666667	1	0	0	0	1	4	6	.858
2503	.3525	0	0	1	0	0	2	6	.9939
2505	.206666666666667	0	0	0	1	0	3	6	1.1165
2506	.4175	0	0	1	0	0	2	6	.9939
2506	.555833333333333	1	0	0	1	0	3	6	1.0569
2507	.4175	0	0	0	0	1	4	6	.996
2508	.460833333333333	0	0	1	0	0	2	6	.9939
2508	.448333333333333	1	0	0	0	1	4	6	.858
2509	.0941666666666667	1	0	0	0	1	4	6	.858
2510	.279166666666667	1	0	0	0	1	4	6	.858
2510	.0833333333333333	0	0	0	0	1	4	6	.996
2511	.470833333333333	1	1	0	0	0	1	6	1.8346
2512	.424166666666667	0	0	0	0	1	4	6	.996
2512	.360833333333333	0	0	0	0	1	4	6	.996
2513	.675	1	0	0	0	1	4	6	.858
2514	.443333333333333	0	0	1	0	0	2	6	.9939
2514	.496666666666667	1	1	0	0	0	1	6	1.8346
2515	.0825	0	0	1	0	0	2	6	.9939
2515	.345	1	0	0	0	1	4	6	.858
2515	.309166666666667	1	0	0	0	1	4	6	.858
2517	.406666666666667	0	0	0	0	1	4	6	.996
2518	.400833333333333	1	0	1	0	0	2	6	.8792
2519	.205	0	0	0	0	1	4	6	.996
2520	.1425	0	0	0	0	1	4	6	.996
2521	.47	0	0	0	0	1	4	6	.996
2522	.12	1	0	1	0	0	2	6	.8792
2524	.520833333333333	1	1	0	0	0	1	6	1.8346
2526	.564166666666667	0	0	0	0	1	4	6	.996
2528	.3825	1	0	1	0	0	2	6	.8792
2528	.473333333333333	1	0	0	0	1	4	6	.858
2532	.143333333333333	0	0	0	0	1	4	6	.996
2534	.220833333333333	1	0	1	0	0	2	6	.8792
2534	.276666666666667	0	0	0	1	0	3	6	1.1165
2535	.465833333333333	0	0	0	1	0	3	6	1.1165
2535	.146666666666667	0	0	1	0	0	2	6	.9939
2536	.153333333333333	0	0	0	0	1	4	6	.996
2537	.493333333333333	1	0	0	1	0	3	6	1.0569
2540	.57	1	0	1	0	0	2	6	.8792
2540	.624166666666667	1	0	0	0	1	4	6	.858
2541	.6375	0	0	0	0	1	4	6	.996
2541	.515833333333333	1	0	0	0	1	4	6	.858
2542	.4775	1	0	0	0	1	4	6	.858
2542	.2175	0	0	1	0	0	2	6	.9939
2543	.1075	1	0	1	0	0	2	6	.8792
2544	.403333333333333	0	0	0	1	0	3	6	1.1165
2545	.4725	1	0	0	0	1	4	6	.858
2545	.395833333333333	0	0	0	0	1	4	6	.996
2545	.608333333333333	1	0	0	1	0	3	6	1.0569
2545	.395	0	0	0	1	0	3	6	1.1165
2548	.336666666666667	0	0	1	0	0	2	6	.9939
2548	.396666666666667	0	0	0	0	1	4	6	.996
2549	.5975	1	0	1	0	0	2	6	.8792
2549	.0866666666666667	0	0	1	0	0	2	6	.9939
2549	.365833333333333	0	0	0	0	1	4	6	.996
2550	.434166666666667	1	0	0	0	1	4	6	.858
2550	.41	0	0	0	1	0	3	6	1.1165
2551	.624166666666667	1	0	0	1	0	3	6	1.0569
2551	.564166666666666	1	0	0	0	1	4	6	.858
2552	.105	1	0	0	0	1	4	6	.858
2553	.409166666666667	0	0	1	0	0	2	6	.9939
2555	.535	0	0	0	1	0	3	7	.9966
2555	.243333333333333	0	1	0	0	0	1	7	1.0028
2556	.495833333333333	1	0	1	0	0	2	7	.9382
2557	.503333333333333	1	0	1	0	0	2	7	.9382
2557	.275833333333333	1	0	1	0	0	2	7	.9382
2558	.4325	1	0	0	0	1	4	7	.9776
2558	.641666666666667	0	0	0	0	1	4	7	.9903
2559	.554166666666667	0	0	0	0	1	4	7	.9903
2560	.4325	1	0	0	1	0	3	7	.9576
2563	.619166666666667	0	0	0	0	1	4	7	.9903
2565	.313333333333333	1	0	0	1	0	3	7	.9576
2569	.5375	1	0	0	0	1	4	7	.9776
2569	.3075	1	0	0	1	0	3	7	.9576
2570	.290833333333333	0	0	1	0	0	2	7	.967
2571	.130833333333333	1	0	0	1	0	3	7	.9576
2572	.251666666666667	1	0	0	1	0	3	7	.9576
2573	.516666666666667	1	0	0	0	1	4	7	.9776
2575	.316666666666667	1	0	0	0	1	4	7	.9776
2576	.4725	0	0	1	0	0	2	7	.967
2581	.479166666666667	0	0	1	0	0	2	7	.967
2581	.528333333333333	0	0	1	0	0	2	7	.967
2583	.1275	0	0	1	0	0	2	7	.967
2584	.66	1	0	0	0	1	4	7	.9776
2584	.675	0	0	0	0	1	4	7	.9903
2586	.368333333333333	0	0	0	0	1	4	7	.9903
2586	.549166666666667	1	0	0	0	1	4	7	.9776
2587	.113333333333333	0	0	1	0	0	2	7	.967
2589	.460833333333333	1	0	0	0	1	4	7	.9776
2590	.393333333333333	1	0	1	0	0	2	7	.9382
2590	.590833333333333	1	0	1	0	0	2	7	.9382
2590	.466666666666667	1	0	0	1	0	3	7	.9576
2593	.535	0	0	0	0	1	4	7	.9903
2594	.5075	0	0	0	0	1	4	7	.9903
2596	.501666666666667	0	0	0	0	1	4	7	.9903
2601	.6125	1	0	0	0	1	4	7	.9776
2602	.281666666666667	0	0	0	1	0	3	7	.9966
2602	.105	0	0	0	0	1	4	7	.9903
2603	.168333333333333	0	0	0	1	0	3	7	.9966
2606	.51	1	0	0	1	0	3	7	.9576
2611	.280833333333333	1	0	1	0	0	2	7	.9382
2614	.409166666666667	0	0	0	0	1	4	7	.9903
2615	.41	1	0	1	0	0	2	7	.9382
2615	.498333333333333	0	0	0	1	0	3	7	.9966
2616	.569166666666667	1	0	0	0	1	4	7	.9776
2616	.463333333333333	1	0	0	0	1	4	7	.9776
2620	.233333333333333	1	0	1	0	0	2	7	.9382
2620	.508333333333333	0	0	1	0	0	2	7	.967
2620	.465833333333333	1	0	0	0	1	4	7	.9776
2621	.411666666666667	0	0	0	0	1	4	7	.9903
2624	.491666666666667	0	1	0	0	0	1	7	1.0028
2625	.395	1	0	0	0	1	4	7	.9776
2627	.495833333333333	0	0	0	0	1	4	7	.9903
2628	.125	0	0	0	0	1	4	7	.9903
2630	.488333333333333	1	0	0	1	0	3	7	.9576
2631	.356666666666667	1	0	0	1	0	3	7	.9576
2631	.578333333333333	0	1	0	0	0	1	7	1.0028
2633	.359166666666667	0	0	0	0	1	4	7	.9903
2634	.4625	1	0	1	0	0	2	7	.9382
2635	.785833333333333	1	0	0	0	1	4	7	.9776
2635	.560833333333333	0	0	0	1	0	3	7	.9966
2635	.438333333333333	1	0	0	0	1	4	7	.9776
2637	.363333333333333	1	0	0	1	0	3	7	.9576
2637	.568333333333333	0	0	0	1	0	3	7	.9966
2637	.501666666666667	0	0	0	0	1	4	7	.9903
2639	.455833333333333	0	0	0	0	1	4	7	.9903
2640	.5425	0	0	0	0	1	4	7	.9903
2642	.584166666666667	0	0	0	0	1	4	7	.9903
2642	.205	1	1	0	0	0	1	7	1.999
2643	.321666666666667	1	0	0	0	1	4	7	.9776
2644	.5275	1	0	0	0	1	4	7	.9776
2645	.624166666666667	0	0	0	0	1	4	7	.9903
2646	.534166666666667	1	1	0	0	0	1	7	1.999
2653	.504166666666667	1	0	1	0	0	2	7	.9382
2654	.206666666666667	0	0	0	0	1	4	7	.9903
2657	.103333333333333	0	0	0	0	1	4	7	.9903
2657	.313333333333333	0	0	0	0	1	4	7	.9903
2657	.5375	0	1	0	0	0	1	7	1.0028
2658	.2975	0	0	0	0	1	4	7	.9903
2658	.23	1	0	1	0	0	2	7	.9382
2658	.0658333333333333	1	0	0	0	1	4	7	.9776
2659	.593333333333333	0	0	0	0	1	4	7	.9903
2660	.440833333333333	1	0	0	0	1	4	7	.9776
2662	.64	1	0	0	0	1	4	7	.9776
2662	.469166666666667	1	0	0	0	1	4	7	.9776
2667	.548333333333333	0	0	0	0	1	4	7	.9903
2668	.61	1	0	0	0	1	4	7	.9776
2675	.573333333333333	1	0	0	0	1	4	7	.9776
2676	.449166666666667	0	0	0	0	1	4	7	.9903
2677	.509166666666667	0	0	1	0	0	2	7	.967
2681	.4675	0	0	1	0	0	2	7	.967
2682	.460833333333333	0	0	0	1	0	3	7	.9966
2683	.365833333333333	1	0	0	0	1	4	7	.9776
2685	.3475	0	0	0	0	1	4	7	.9903
2686	.684166666666667	1	0	0	0	1	4	7	.9776
2686	.413333333333333	1	0	1	0	0	2	7	.9382
2687	.448333333333333	0	0	1	0	0	2	7	.967
2687	.373333333333333	0	0	0	0	1	4	7	.9903
2688	.655	0	0	1	0	0	2	7	.967
2688	.400833333333333	1	0	0	0	1	4	7	.9776
2688	.5275	0	0	0	1	0	3	7	.9966
2690	.324166666666667	0	0	0	1	0	3	7	.9966
2690	.44	1	0	0	0	1	4	7	.9776
2692	.36	1	0	0	0	1	4	7	.9776
2692	.41	0	0	0	1	0	3	7	.9966
2693	.486666666666667	0	0	0	0	1	4	7	.9903
2695	.6525	0	0	0	1	0	3	7	.9966
2698	.548333333333333	0	0	0	0	1	4	7	.9903
2700	.793333333333333	0	0	0	0	1	4	7	.9903
2701	.3875	0	1	0	0	0	1	7	1.0028
2702	.4	0	0	0	0	1	4	7	.9903
2705	.1825	0	0	0	1	0	3	7	.9966
2706	.141666666666667	0	1	0	0	0	1	7	1.0028
2707	.670833333333333	1	0	0	1	0	3	7	.9576
2707	.543333333333333	0	0	0	1	0	3	7	.9966
2707	.480833333333333	0	0	0	1	0	3	7	.9966
2707	.370833333333333	1	0	0	0	1	4	7	.9776
2707	.4875	0	1	0	0	0	1	7	1.0028
2707	.479166666666667	0	0	0	0	1	4	7	.9903
2708	.3375	0	0	0	1	0	3	7	.9966
2710	.186666666666667	1	0	0	0	1	4	7	.9776
2712	.123333333333333	0	0	0	0	1	4	7	.9903
2715	.181666666666667	0	0	1	0	0	2	7	.967
2715	.22	1	0	0	1	0	3	7	.9576
2716	.279166666666667	1	0	0	1	0	3	7	.9576
2716	.604166666666667	0	0	0	1	0	3	7	.9966
2717	.485	1	0	0	0	1	4	7	.9776
2717	.51	0	0	1	0	0	2	7	.967
2718	.621666666666667	1	0	0	1	0	3	7	.9576
2718	.615833333333333	1	0	0	0	1	4	7	.9776
2718	.554166666666666	0	0	0	0	1	4	7	.9903
2719	.608333333333333	1	0	0	0	1	4	7	.9776
2719	.458333333333333	0	0	0	1	0	3	7	.9966
2720	.429166666666667	0	0	0	0	1	4	7	.9903
2720	.481666666666667	1	0	1	0	0	2	7	.9382
2722	.543333333333333	1	0	0	0	1	4	7	.9776
2727	.454166666666667	1	0	1	0	0	2	7	.9382
2727	.499166666666667	1	0	1	0	0	2	7	.9382
2731	.511666666666667	1	0	0	0	1	4	7	.9776
2733	.101666666666667	0	0	0	1	0	3	7	.9966
2734	.63	1	0	0	1	0	3	7	.9576
2736	.399166666666667	1	1	0	0	0	1	7	1.999
2737	.5	0	1	0	0	0	1	7	1.0028
2739	.569166666666667	0	0	0	1	0	3	7	.9966
2741	.476666666666667	0	0	0	1	0	3	7	.9966
2742	.479166666666667	1	0	1	0	0	2	7	.9382
2742	.455	1	0	1	0	0	2	7	.9382
2743	.756666666666667	1	0	0	1	0	3	7	.9576
2744	.425	0	0	0	0	1	4	7	.9903
2744	.521666666666667	1	0	0	1	0	3	7	.9576
2747	.470833333333333	1	0	0	1	0	3	7	.9576
2749	.425	1	0	1	0	0	2	7	.9382
2751	.7525	1	0	0	1	0	3	7	.9576
2752	.400833333333333	0	0	1	0	0	2	7	.967
2753	.321666666666667	1	0	0	0	1	4	7	.9776
2753	.53	1	0	0	0	1	4	7	.9776
2753	.4975	1	1	0	0	0	1	7	1.999
2754	.518333333333333	1	0	0	0	1	4	7	.9776
2754	.264166666666667	0	0	0	0	1	4	7	.9903
2755	.208333333333333	0	0	0	0	1	4	7	.9903
2756	.575	0	0	1	0	0	2	7	.967
2756	.450833333333333	1	0	0	1	0	3	7	.9576
2761	.62	0	0	0	0	1	4	7	.9903
2764	.35	1	0	0	0	1	4	7	.9776
2765	.150833333333333	1	0	1	0	0	2	7	.9382
2765	.603333333333333	1	0	0	0	1	4	7	.9776
2766	.508333333333333	0	0	1	0	0	2	7	.967
2767	.163333333333333	0	0	0	1	0	3	7	.9966
2768	.46	1	0	0	1	0	3	7	.9576
2769	.4675	1	0	1	0	0	2	7	.9382
2769	.493333333333333	1	0	0	0	1	4	7	.9776
2770	.173333333333333	1	0	1	0	0	2	7	.9382
2770	.505833333333333	0	0	1	0	0	2	7	.967
2770	.530833333333333	0	0	0	0	1	4	7	.9903
2771	.576666666666667	1	0	0	0	1	4	7	.9776
2771	.446666666666667	0	1	0	0	0	1	7	1.0028
2772	.07	1	0	0	0	1	4	7	.9776
2772	.326666666666667	0	0	0	1	0	3	7	.9966
2773	.430833333333333	1	0	0	0	1	4	7	.9776
2777	.515833333333333	0	0	1	0	0	2	7	.967
2778	.1675	1	0	1	0	0	2	7	.9382
2780	.468333333333333	0	0	0	0	1	4	7	.9903
2780	.529166666666667	0	0	0	0	1	4	7	.9903
2783	.403333333333333	0	0	0	1	0	3	7	.9966
2788	.266666666666667	0	1	0	0	0	1	7	1.0028
2788	.49	0	1	0	0	0	1	7	1.0028
2789	.485	1	0	0	0	1	4	7	.9776
2791	.41	1	0	0	0	1	4	7	.9776
2793	.413333333333333	1	0	0	1	0	3	7	.9576
2797	.340833333333333	0	0	0	0	1	4	7	.9903
2797	.370833333333333	0	0	1	0	0	2	7	.967
2798	.5425	0	0	0	0	1	4	7	.9903
2798	.488333333333333	0	0	0	0	1	4	7	.9903
2799	.325	0	0	0	0	1	4	7	.9903
2799	.514166666666666	0	0	0	0	1	4	7	.9903
2800	.531666666666667	1	0	0	0	1	4	7	.9776
2801	.555	1	0	0	0	1	4	7	.9776
2801	.339166666666667	0	0	0	0	1	4	7	.9903
2801	.5025	0	0	0	0	1	4	7	.9903
2802	.426666666666667	0	0	0	0	1	4	7	.9903
2802	.350833333333333	0	1	0	0	0	1	7	1.0028
2803	.415833333333333	0	0	0	0	1	4	7	.9903
2804	.290833333333333	0	0	1	0	0	2	7	.967
2804	.719166666666667	1	0	0	0	1	4	7	.9776
2805	.401666666666667	0	0	0	0	1	4	7	.9903
2805	.3975	0	1	0	0	0	1	7	1.0028
2805	.2625	0	0	1	0	0	2	7	.967
