"lftd" "LS" "AS" "sekse" "noord" "oost" "zuid" "west" "regio" "lftj" "psw" "LOLS" "LOAS" "DT"
2842 0.688333333333333 0.666666666666667 1 0 0 0 1 4 7 0.9103 0.792338976106445 0.693147180559947 -11.6
2843 0.830833333333333 0.65 1 0 0 0 1 4 7 0.9103 1.59154479092005 0.619039208406224 1.5
2845 0.4375 0.6525 0 0 0 1 0 3 7 0.9405 -0.251314428280906 0.630046474192001 -23.6
2846 0.503333333333333 0.481666666666667 1 0 1 0 0 2 7 1.0035 0.0133335308694636 -0.0733662240668006 -5.9
2848 0.549166666666667 0.483333333333333 1 0 0 1 0 3 7 1.0508 0.197304255656027 -0.0666913744986737 -3.9
2849 0.545 0.120833333333333 1 0 0 0 1 4 7 0.9103 0.180488375712294 -1.9845623034896 16.2
2850 0.539166666666667 0.656666666666667 1 0 0 0 1 4 7 0.9103 0.156988292978567 0.648474740508354 -19.3
2850 0.611666666666667 0.514166666666667 0 0 0 0 1 4 7 0.9831 0.454323394488871 0.0566818375548968 -2.8
2850 0.3225 0.393333333333333 0 0 0 1 0 3 7 0.9405 -0.742306416518029 -0.433322062611132 -7.9
2855 0.585 0.3775 0 0 1 0 0 2 7 0.934 0.343333327001158 -0.500173059649783 4.7
2855 0.824166666666667 0.653333333333333 1 0 0 0 1 4 7 0.9103 1.54483619814665 0.633723760089143 0.5
2855 0.741666666666667 0.574166666666666 1 0 0 0 1 4 7 0.9103 1.054649165247 0.298871680809952 0.7
2856 0.754166666666667 0.499166666666667 0 0 0 0 1 4 7 0.9831 1.12095958736011 -0.003333336419757 7.9
2857 0.433333333333333 0.374166666666667 0 1 0 0 0 1 7 1.3916 -0.268263986594681 -0.514382764021879 -2.3
2857 0.77 0.53 1 0 0 0 1 4 7 0.9103 1.20831120592453 0.120144311842063 6.7
2858 0.449166666666667 0.579166666666667 1 0 0 0 1 4 7 0.9103 -0.204038268942688 0.319353416289434 -16.3
2858 0.719166666666667 0.526666666666667 0 0 0 0 1 4 7 0.9831 0.940331760731068 0.106767975425707 3.1
2858 0.693333333333333 0.505833333333333 1 0 0 0 1 4 7 0.9103 0.815749502652276 0.0233343920617715 2.9
2858 0.7675 0.316666666666667 1 0 1 0 0 2 7 1.0035 1.19424825443394 -0.769133087537866 20.2
2859 0.761666666666667 0.4775 1 0 1 0 0 2 7 1.0035 1.1618387606343 -0.0900608239181811 10
2859 0.615 0.351666666666667 1 0 0 0 1 4 7 0.9103 0.468378933518734 -0.611721210142378 7.8
2861 0.526666666666667 0.213333333333333 0 0 0 0 1 4 7 0.9831 0.106767975425707 -1.30494872166594 10.3
2863 0.818333333333333 0.7 0 0 1 0 0 2 7 0.934 1.50509624556537 0.847297860387203 -4.5
2865 0.681666666666667 0.485 1 0 0 0 1 4 7 0.9103 0.761441727996173 -0.060018009726253 3.6
2865 0.8475 0.705 0 0 0 1 0 3 7 0.9405 1.71512624320714 0.871222446472449 -2.1
2865 0.6 0.3575 0 1 0 0 0 1 7 1.3916 0.405465108108164 -0.586231454635313 6.6
2867 0.580833333333333 0.489166666666666 1 0 0 0 1 4 7 0.9103 0.326195240660783 -0.0433401161081177 -2.7
2869 0.055 0.491666666666667 0 0 0 0 1 4 7 0.9831 -2.84385174226127 -0.0333364202675907 -27.8
2869 0.641666666666667 0.545 1 0 0 0 1 4 7 0.9103 0.582605306160123 0.180488375712294 -3.7
2870 0.411666666666667 0.461666666666667 0 0 0 0 1 4 7 0.9831 -0.357079720305318 -0.153634817035317 -8.7
2873 0.5275 0.483333333333333 0 0 0 0 1 4 7 0.9831 0.110111118416424 -0.0666913744986737 -5
2874 0.565833333333333 0.461666666666667 0 0 0 0 1 4 7 0.9831 0.264871085805328 -0.153634817035317 -1.6
2875 0.414166666666667 0.416666666666667 1 0 0 0 1 4 7 0.9103 -0.346766865714035 -0.336472236621212 -5.7
2877 0.690833333333333 0.461666666666667 1 0 0 1 0 3 7 1.0508 0.804018092527858 -0.153634817035317 5.8
2877 0.88 0.619166666666667 1 0 0 1 0 3 7 1.0508 1.99243016469021 0.486012653823556 9.4
2877 0.423333333333333 0.529166666666667 0 0 1 0 0 2 7 0.934 -0.309104508039189 0.116799267746252 -13.2
2880 0.543333333333333 0.3 0 0 0 0 1 4 7 0.9831 0.173769274978636 -0.847297860387204 6.6
2880 0.6675 0.5875 1 0 0 0 1 4 7 0.9103 0.696899530178496 0.353640040243578 -5.8
2880 0.415 0.563333333333333 0 0 0 0 1 4 7 0.9831 -0.343333327001158 0.254701391721921 -16.4
2880 0.815833333333333 0.639166666666667 1 1 0 0 0 1 7 2.0008 1.48836894101276 0.571749073364768 0.9
2882 0.535833333333333 0.313333333333333 1 0 0 0 1 4 7 0.9103 0.143579484310334 -0.784581386519579 5.5
2882 0.468333333333333 0.6425 1 0 0 0 1 4 7 0.9103 -0.1268364334511 0.586231454635312 -21.4
2884 0.796666666666667 0.485833333333333 0 0 1 0 0 2 7 0.934 1.3655896877582 -0.0566818375548968 12.3
2885 0.65 0.539166666666667 0 1 0 0 0 1 7 1.3916 0.619039208406224 0.156988292978567 -2.7
2888 0.659166666666667 0.5075 0 0 0 0 1 4 7 0.9831 0.659582811724854 0.0300022503037987 0.3
2888 0.636666666666666 0.334166666666667 0 0 0 0 1 4 7 0.9831 0.560925545817483 -0.689399518459704 9.8
2890 0.635833333333333 0.4875 1 0 0 0 1 4 7 0.9103 0.557324836188866 -0.0500104205746613 0.4
2890 0.651666666666667 0.380833333333333 1 0 0 0 1 4 7 0.9103 0.626373308020556 -0.486012653823556 8.2
2891 0.8 0.411666666666667 0 1 0 0 0 1 7 1.3916 1.38629436111989 -0.357079720305318 17.4
2893 0.491666666666667 0.155833333333333 0 0 0 0 1 4 7 0.9831 -0.0333364202675907 -1.6895628873941 11.4
2895 0.468333333333333 0.095 0 0 0 1 0 3 7 0.9405 -0.1268364334511 -2.25405805209939 14
2895 0.465833333333333 0.5525 0 0 0 1 0 3 7 0.9405 -0.136879983765572 0.210776895676998 -13.4
2896 0.426666666666667 0.5575 1 0 0 1 0 3 7 1.0508 -0.295464212893835 0.23102203888629 -15.5
2896 0.6375 0.444166666666667 1 0 0 0 1 4 7 0.9103 0.564529802737852 -0.224268621749778 3.4
2896 0.735833333333333 0.666666666666667 1 0 1 0 0 2 7 1.0035 1.02442342672668 0.693147180559947 -8.5
2897 0.375833333333333 0.384166666666667 1 0 0 0 1 4 7 0.9103 -0.507271644014542 -0.471899877951552 -5.4
2897 0.56 0.4175 1 0 0 0 1 4 7 0.9103 0.241162056816888 -0.333044641148946 0.8
2898 0.666666666666667 0.4825 0 0 0 0 1 4 7 0.9831 0.693147180559947 -0.0700286043604837 2.6
2898 0.584166666666667 0.1425 0 0 0 0 1 4 7 0.9831 0.339901791283073 -1.79467917933139 16.7
2898 0.468333333333333 0.121666666666667 0 0 1 0 0 2 7 0.934 -0.1268364334511 -1.97674110739297 12.3
2899 0.655833333333333 0.545833333333333 1 0 0 0 1 4 7 0.9103 0.644780655456369 0.183849440972006 -3
2899 0.673333333333333 0.4625 0 0 0 0 1 4 7 0.9831 0.723300218730631 -0.150282203049338 4.4
2901 0.586666666666667 0.69 1 0 1 0 0 2 7 1.0035 0.350202429433116 0.800119300112113 -20.3
2902 0.676666666666667 0.485833333333333 1 0 0 0 1 4 7 0.9103 0.738495000538406 -0.0566818375548968 3
2902 0.603333333333333 0.49 1 0 0 0 1 4 7 0.9103 0.419373538154295 -0.0400053346136992 -1.7
2903 0.515833333333333 0.57 1 0 1 0 0 2 7 1.0035 0.0633545158326837 0.281851152140987 -12.6
2904 0.630833333333333 0.478333333333333 0 0 0 0 1 4 7 0.9831 0.535793483392312 -0.0867209747805333 0.6
2904 0.6825 0.583333333333333 1 0 0 1 0 3 7 1.0508 0.765284708726368 0.336472236621212 -4.6
2905 0.334166666666667 0.26 0 0 0 0 1 4 7 0.9831 -0.689399518459704 -1.04596855518269 -0.5
2905 0.363333333333333 0.176666666666667 0 0 0 0 1 4 7 0.9831 -0.560925545817488 -1.53909642307585 4.9
2908 0.574166666666667 0.501666666666667 0 0 1 0 0 2 7 0.934 0.298871680809956 0.00666669135819084 -4.2
2910 0.521666666666667 0.435 0 0 1 0 0 2 7 0.934 0.0867209747805333 -0.261479700057757 -2.2
2910 0.473333333333333 0.124166666666667 0 0 1 0 0 2 7 0.934 -0.106767975425708 -1.95355106493149 12.3
2911 0.5425 0.384166666666667 0 0 0 0 1 4 7 0.9831 0.170411200699039 -0.471899877951552 1.9
2911 0.8075 0.503333333333333 1 0 0 0 1 4 7 0.9103 1.43384690136897 0.0133335308694636 11.8
2914 0.6625 0.451666666666667 1 0 0 0 1 4 7 0.9103 0.674455047547793 -0.19393892988567 4.4
2915 0.678333333333333 0.564166666666667 0 0 0 1 0 3 7 0.9405 0.746122996537708 0.258089808847354 -3.2
2915 0.791666666666667 0.620833333333333 1 0 0 0 1 4 7 0.9103 1.33500106673234 0.493086799428608 0.3
2916 0.57 0.404166666666667 0 0 1 0 0 2 7 0.934 0.281851152140987 -0.388133651756523 2
2918 0.599166666666667 0.1825 1 1 0 0 0 1 7 2.0008 0.401994087615287 -1.49950072974886 15.2
2919 0.819166666666667 0.493333333333333 1 0 0 1 0 3 7 1.0508 1.51071176660671 -0.0266682470821627 13.6
2920 0.37 0.519166666666667 0 0 0 0 1 4 8 0.9673 -0.532216813747308 0.0767042522793548 -14.7
2920 0.481666666666667 0.27 0 0 1 0 0 2 8 0.9745 -0.0733662240668006 -0.994622575144062 5
2921 0.559166666666667 0.150833333333333 1 0 0 0 1 4 8 0.9976 0.237780705113384 -1.7280800019569 14.7
2921 0.755 0.601666666666667 0 0 0 0 1 4 8 0.9673 1.1254595387043 0.412414406401372 -1
2923 0.444166666666667 0.101666666666667 1 0 1 0 0 2 8 0.9773 -0.224268621749778 -2.17884170673568 12.3
2926 0.666666666666667 0.438333333333333 0 0 0 0 1 4 8 0.9673 0.693147180559947 -0.247928898174598 5.4
2926 0.8875 0.655 1 0 1 0 0 2 8 0.9773 2.0654552997051 0.641090818603892 6.7
2926 0.835 0.374166666666667 0 0 1 0 0 2 8 0.9745 1.62148625095027 -0.514382764021879 22.7
2926 0.845833333333333 0.64 0 0 0 1 0 3 8 0.9435 1.70228806639756 0.575364144903562 3.6
2927 0.718333333333333 0.546666666666667 0 0 1 0 0 2 8 0.9745 0.936209375180673 0.187211542088148 1
2927 0.735833333333333 0.163333333333333 1 0 0 1 0 3 8 0.9427 1.02442342672668 -1.63363264102116 24.9
2929 0.685 0.256666666666667 0 0 0 0 1 4 8 0.9673 0.776846199436592 -1.06336634960643 16.6
2930 0.775833333333333 0.695 1 0 0 1 0 3 8 0.9427 1.24154789767523 0.82360006895738 -8.2
2930 0.4025 0.391666666666667 1 1 0 0 0 1 8 1.9672 -0.395059186947047 -0.440311839438331 -4.8
2931 0.2775 0.430833333333333 1 0 0 0 1 4 8 0.9976 -0.956896486800098 -0.278451985062362 -12.1
2932 0.560833333333333 0.58 0 0 0 0 1 4 8 0.9673 0.244544781103364 0.322773392263051 -11.4
2932 0.859166666666667 0.4275 0 0 0 1 0 3 8 0.9435 1.80838576909389 -0.29205844705158 22
2932 0.0775 0.380833333333333 0 0 0 0 1 4 8 0.9673 -2.47680943955538 -0.486012653823556 -18.6
2933 0.698333333333333 0.36 0 0 1 0 0 2 8 0.9745 0.839373888656311 -0.575364144903562 12.1
2933 0.91 0.793333333333333 1 0 0 0 1 4 8 0.9976 2.31363492918063 1.34513628862638 -3.2
2934 0.184166666666667 0.693333333333333 0 0 1 0 0 2 8 0.9745 -1.48836894101276 0.815749502652276 -37.9
2936 0.506666666666667 0.4175 0 0 0 1 0 3 8 0.9435 0.0266682470821628 -0.333044641148946 -1.9
2938 0.444166666666667 0.493333333333333 1 0 0 1 0 3 8 0.9427 -0.224268621749778 -0.0266682470821627 -9.7
2939 0.626666666666667 0.55 1 0 0 1 0 3 8 0.9427 0.517943091534856 0.200670695462151 -5.3
2942 0.751666666666667 0.438333333333333 1 0 0 1 0 3 8 0.9427 1.10752103355722 -0.247928898174598 11.4
2943 0.695 0.551666666666667 1 0 0 0 1 4 8 0.9976 0.82360006895738 0.207406995775225 -1.2
2944 0.5875 0.588333333333333 0 0 0 0 1 4 8 0.9673 0.353640040243578 0.357079720305318 -10.8
2945 0.25 0.358333333333333 0 0 0 0 1 4 8 0.9673 -1.09861228866811 -0.582605306160123 -9
2945 0.393333333333333 0.573333333333333 1 0 0 1 0 3 8 0.9427 -0.433322062611132 0.295464212893835 -18.3
2948 0.8 0.545 0 0 0 0 1 4 8 0.9673 1.38629436111989 0.180488375712294 7.7
2948 0.685 0.593333333333333 0 0 0 0 1 4 8 0.9673 0.776846199436592 0.377762505558827 -5.5
2948 0.633333333333333 0.478333333333333 1 0 0 0 1 4 8 0.9976 0.546543706368068 -0.0867209747805333 0.6
2949 0.505 0.168333333333333 0 0 0 0 1 4 8 0.9673 0.0200006667066694 -1.59748557891026 11
2953 0.304166666666667 0.495833333333333 0 0 0 0 1 4 8 0.9673 -0.827534371268363 -0.016667052485213 -15.5
2956 0.658333333333333 0.494166666666667 1 0 0 0 1 4 8 0.9976 0.655875785762712 -0.0233343920617716 0.9
2957 0.68 0.179166666666667 1 0 0 0 1 4 8 0.9976 0.75377180237638 -1.52200361304442 19.9
2957 0.74 0.375 0 0 0 0 1 4 8 0.9673 1.04596855518269 -0.510825623765991 14.2
2961 0.65 0.405 1 0 0 0 1 4 8 0.9976 0.619039208406224 -0.384674338439091 6.2
2962 0.0933333333333333 0.676666666666667 1 0 0 0 1 4 8 0.9976 -2.27359755612079 0.738495000538406 -40.8
2963 0.644166666666667 0.4775 0 0 1 0 0 2 8 0.9745 0.593495035358799 -0.0900608239181811 1.2
2963 0.566666666666667 0.45 0 0 0 1 0 3 8 0.9435 0.268263986594681 -0.200670695462151 -1.2
2963 0.564166666666667 0.22 0 0 0 0 1 4 8 0.9673 0.258089808847354 -1.26566637333128 11.2
2963 0.270833333333333 0.4975 1 0 0 0 1 4 8 0.9976 -0.990398704027879 -0.0100000833345833 -16.9
2966 0.656666666666667 0.691666666666667 0 0 0 0 1 4 8 0.9673 0.648474740508354 0.807922695152375 -16.7
2968 0.5425 0.569166666666667 0 0 0 0 1 4 8 0.9673 0.170411200699039 0.278451985062363 -11.5
2968 0.646666666666667 0.4825 1 0 0 0 1 4 8 0.9976 0.604419064951262 -0.0700286043604837 1
2970 0.77 0.59 1 0 0 0 1 4 8 0.9976 1.20831120592453 0.363965377201411 1
2970 0.463333333333333 0.503333333333333 0 0 0 0 1 4 8 0.9673 -0.146930431853773 0.0133335308694636 -9.8
2971 0.685 0.371666666666667 1 0 1 0 0 2 8 0.9773 0.776846199436592 -0.525073415987891 10.3
2971 0.940833333333333 0.589166666666667 0 1 0 0 0 1 8 1.0665 2.76640768710834 0.360521491853884 19.9
2972 0.505 0.536666666666667 1 0 0 1 0 3 8 0.9427 0.0200006667066694 0.146930431853772 -10.5
2972 0.6425 0.4625 0 0 0 0 1 4 8 0.9673 0.586231454635312 -0.150282203049338 2.1
2973 0.916666666666667 0.448333333333333 1 0 0 1 0 3 8 0.9427 2.39789527279837 -0.207406995775225 27.3
2974 0.668333333333333 0.708333333333333 1 0 1 0 0 2 8 0.9773 0.700656602582075 0.887303195000901 -17.6
2975 0.606666666666667 0.645833333333333 1 0 1 0 0 2 8 0.9773 0.433322062611132 0.600773860428929 -15.3
2975 0.624166666666667 0.42 1 0 0 0 1 4 8 0.9976 0.507271644014542 -0.322773392263051 3.7
2975 0.430833333333333 0.499166666666667 0 0 0 1 0 3 8 0.9435 -0.278451985062362 -0.003333336419757 -10.8
2976 0.78 0.615833333333333 1 0 0 0 1 4 8 0.9976 1.26566637333128 0.471899877951552 -0.5
2976 0.515 0.669166666666667 1 0 1 0 0 2 8 0.9773 0.060018009726253 0.704418433259573 -22.1
2978 0.853333333333333 0.575833333333333 1 0 0 1 0 3 8 0.9427 1.7609878105613 0.305691807217146 10.1
2979 0.61 0.588333333333333 1 0 1 0 0 2 8 0.9773 0.447312218043665 0.357079720305318 -9.8
2980 0.51 0.600833333333333 0 0 0 0 1 4 8 0.9673 0.0400053346136992 0.408938539874033 -15.9
2980 0.568333333333333 0.471666666666667 0 0 1 0 0 2 8 0.9745 0.275054415583978 -0.113454876234042 -2.7
2981 0.578333333333333 0.621666666666667 0 0 0 0 1 4 8 0.9673 0.315935291219338 0.496628402162414 -14.6
2983 0.814166666666667 0.623333333333333 1 0 0 1 0 3 8 0.9427 1.47731488058267 0.503720798142245 1.8
2983 0.733333333333333 0.631666666666667 1 0 0 0 1 4 8 0.9976 1.01160091167848 0.539373503564675 -5.8
2987 0.075 0.490833333333333 0 0 0 0 1 4 8 0.9673 -2.51230562397611 -0.03667077552001 -25.6
2987 0.870833333333333 0.573333333333333 1 0 1 0 0 2 8 0.9773 1.90834704747966 0.295464212893835 12.2
2989 0.893333333333333 0.56 1 0 1 0 0 2 8 0.9773 2.12525107771113 0.241162056816888 15.9
2990 0.775833333333333 0.4075 0 0 0 0 1 4 8 0.9673 1.24154789767523 -0.374309940328369 15
2990 0.7025 0.514166666666667 0 0 0 1 0 3 8 0.9435 0.859231176222216 0.0566818375548968 2.1
2991 0.241666666666667 0.445833333333333 0 0 0 1 0 3 8 0.9435 -1.14356367653037 -0.217520293759849 -14.5
2992 0.5875 0.3125 1 0 0 1 0 3 8 0.9427 0.353640040243578 -0.78845736036427 7.6
2992 0.765 0.571666666666667 1 0 0 0 1 4 8 0.9976 1.18029031968238 0.288654362270721 2.2
2993 0.374166666666667 0.47 0 0 1 0 0 2 8 0.9745 -0.514382764021879 -0.120144311842063 -11
2995 0.756666666666667 0.5775 0 0 0 1 0 3 8 0.9435 1.13449057633301 0.31251899559872 1
2997 0.190833333333333 0.385 0 1 0 0 0 1 8 1.0665 -1.44460446473709 -0.468378933518734 -12.9
2997 0.861666666666667 0.545833333333333 0 1 0 0 0 1 8 1.0665 1.82920226671183 0.183849440972006 13.5
2998 0.674166666666667 0.6025 0 0 0 0 1 4 8 0.9673 0.727091357073128 0.415892731270424 -7.3
2999 0.578333333333333 0.6075 1 0 1 0 0 2 8 0.9773 0.315935291219338 0.436815637992241 -13.3
3000 0.6125 0.531666666666667 0 0 1 0 0 2 8 0.9745 0.457833093625481 0.1268364334511 -4.9
3000 0.673333333333333 0.3875 1 0 0 0 1 4 8 0.9976 0.723300218730631 -0.45783309362548 8.5
3000 0.730833333333333 0.560833333333333 1 0 1 0 0 2 8 0.9773 0.998854669149525 0.244544781103364 0.4
3002 0.263333333333333 0.628333333333333 1 0 0 0 1 4 8 0.9976 -1.02871484905073 0.52507341598789 -28.3
3002 0.514166666666667 0.425833333333333 0 0 1 0 0 2 8 0.9745 0.0566818375548968 -0.298871680809955 -2.4
3002 0.576666666666667 0.584166666666667 0 0 0 0 1 4 8 0.9673 0.309104508039189 0.339901791283073 -11.3
3002 0.545 0.47 0 0 0 1 0 3 8 0.9435 0.180488375712294 -0.120144311842063 -3.8
3004 0.885 0.676666666666667 0 0 0 0 1 4 8 0.9673 2.04065551664468 0.738495000538406 4.1
3005 0.6575 0.32 1 0 0 0 1 4 8 0.9976 0.65217310634964 -0.75377180237638 11.1
3005 0.8475 0.568333333333333 0 0 0 0 1 4 8 0.9673 1.71512624320714 0.275054415583978 10.1
3007 0.733333333333333 0.534166666666666 1 0 0 1 0 3 8 0.9427 1.01160091167848 0.136879983765568 2.7
3007 0.2725 0.5025 0 0 0 0 1 4 8 0.9673 -0.981975384942349 0.0100000833345832 -17.2
3009 0.866666666666667 0.555833333333333 1 0 0 0 1 4 8 0.9976 1.87180217690159 0.224268621749778 13.2
3010 0.803333333333333 0.358333333333333 1 0 0 1 0 3 8 0.9427 1.40725948958493 -0.582605306160123 20.1
3011 0.646666666666667 0.5425 1 0 1 0 0 2 8 0.9773 0.604419064951262 0.170411200699039 -3.8
3012 0.635 0.584166666666667 0 0 0 1 0 3 8 0.9435 0.5537276453102 0.339901791283073 -8.1
3013 0.249166666666667 0.21 0 0 0 0 1 4 8 0.9673 -1.10306168421765 -1.3249254147436 -1.5
3014 0.626666666666667 0.516666666666667 1 0 1 0 0 2 8 0.9773 0.517943091534856 0.0666913744986738 -3
3015 0.6375 0.324166666666667 1 0 1 0 0 2 8 0.9773 0.564529802737852 -0.734688710496965 9.6
3017 0.545833333333333 0.408333333333333 1 0 1 0 0 2 8 0.9773 0.183849440972006 -0.37085957893069 0.1
3017 0.623333333333333 0.7025 1 0 0 0 1 4 8 0.9976 0.503720798142245 0.859231176222216 -20
3017 0.6475 0.668333333333333 1 0 0 0 1 4 8 0.9976 0.608068171321369 0.700656602582075 -15.3
3019 0.520833333333333 0.581666666666667 0 0 1 0 0 2 8 0.9745 0.0833816089390498 0.329618983070645 -13.8
3021 0.559166666666667 0.49 0 0 0 1 0 3 8 0.9435 0.237780705113384 -0.0400053346136992 -4.6
3022 0.774166666666667 0.563333333333333 1 0 1 0 0 2 8 0.9773 1.23198991793414 0.254701391721921 3.5
3022 0.703333333333333 0.733333333333333 1 0 0 0 1 4 8 0.9976 0.863221763743925 1.01160091167848 -17.8
3022 0.758333333333333 0.485833333333333 0 0 0 0 1 4 8 0.9673 1.14356367653037 -0.0566818375548968 8.3
3023 0.476666666666667 0.336666666666667 0 0 0 0 1 4 8 0.9673 -0.0934011750883994 -0.678184307883231 0.9
3023 0.634166666666667 0.311666666666667 0 0 0 1 0 3 8 0.9435 0.550133944786516 -0.792338976106445 10
3024 0.8825 0.531666666666667 0 1 0 0 0 1 8 1.0665 2.01632045522324 0.1268364334511 16.9
3024 0.758333333333333 0.153333333333333 0 0 0 0 1 4 8 0.9673 1.14356367653037 -1.70869287052944 26.5
3026 0.485 0.495833333333333 0 0 0 0 1 4 8 0.9673 -0.060018009726253 -0.016667052485213 -8.4
3027 0.8025 0.554166666666667 1 0 0 0 1 4 8 0.9976 1.40199327066299 0.217520293759849 6.8
3029 0.465 0.443333333333333 1 0 0 0 1 4 8 0.9976 -0.14022934130865 -0.227644684195003 -5.7
3030 0.408333333333333 0.64 0 0 0 0 1 4 8 0.9673 -0.37085957893069 0.575364144903562 -23.9
3030 0.045 0.310833333333333 0 0 0 0 1 4 8 0.9673 -3.05504885071041 -0.796226275379877 -17.2
3030 0.766666666666667 0.628333333333333 0 0 0 0 1 4 8 0.9673 1.18958406687384 0.52507341598789 -3.1
3032 0.64 0.5675 1 0 0 0 1 4 8 0.9976 0.575364144903562 0.271658422983624 -6.4
3033 0.718333333333333 0.855833333333333 1 0 1 0 0 2 8 0.9773 0.936209375180673 1.78110561543078 -27.6
3034 0.6225 0.4575 1 0 0 1 0 3 8 0.9427 0.500173059649784 -0.170411200699039 0.9
3034 0.376666666666667 0.2325 0 1 0 0 0 1 8 1.0665 -0.503720798142245 -1.19424825443394 2.1
3036 0.8575 0.700833333333333 0 0 1 0 0 2 8 0.9745 1.79467917933139 0.851269271484668 -1.4
3036 0.624166666666667 0.480833333333333 1 0 0 0 1 4 8 0.9976 0.507271644014542 -0.0767042522793549 -0.6
3037 0.730833333333333 0.590833333333333 0 0 0 1 0 3 8 0.9435 0.998854669149525 0.367411398737605 -2.4
3037 0.845833333333333 0.629166666666667 0 0 0 1 0 3 8 0.9435 1.70228806639756 0.528643467082786 4.2
3037 0.291666666666667 0.555833333333333 0 0 0 0 1 4 8 0.9673 -0.887303195000901 0.224268621749778 -20.7
3040 0.64 0.533333333333333 0 0 1 0 0 2 8 0.9745 0.575364144903562 0.133531392624521 -3.6
3041 0.745833333333333 0.426666666666667 0 0 0 1 0 3 8 0.9435 1.07651194166744 -0.295464212893835 11.1
3041 0.643333333333333 0.39 1 0 0 0 1 4 8 0.9976 0.589861354442978 -0.447312218043665 6.2
3041 0.4275 0.619166666666667 1 0 0 0 1 4 8 0.9976 -0.29205844705158 0.486012653823556 -21.2
3041 0.54 0.434166666666667 0 0 0 1 0 3 8 0.9435 0.160342650075179 -0.264871085805328 -1.9
3043 0.259166666666667 0.28 1 0 0 0 1 4 8 0.9976 -1.05030432333467 -0.944461608840851 -4.6
3043 0.710833333333333 0.573333333333333 1 0 0 1 0 3 8 0.9427 0.899434767544818 0.295464212893835 -2.4
3044 0.715833333333333 0.476666666666667 0 0 0 1 0 3 8 0.9435 0.923886444700737 -0.0934011750883994 5.5
3044 0.705 0.573333333333333 1 0 0 0 1 4 8 0.9976 0.871222446472449 0.295464212893835 -2.8
3045 0.690833333333333 0.519166666666667 1 0 0 0 1 4 8 0.9976 0.804018092527858 0.0767042522793548 0.7
3045 0.0416666666666667 0.2925 0 0 0 1 0 3 8 0.9435 -3.13549421592915 -0.883272962845482 -16.5
3048 0.530833333333333 0.688333333333333 0 0 0 1 0 3 8 0.9435 0.123490027432472 0.792338976106445 -23.5
3049 0.770833333333333 0.828333333333333 1 0 0 0 1 4 8 0.9976 1.21302263984585 1.57386103786699 -21.2
3050 0.763333333333333 0.670833333333333 1 0 0 1 0 3 8 0.9427 1.17104212651292 0.71195651251744 -7.5
3051 0.813333333333333 0.4875 0 1 0 0 0 1 8 1.0665 1.47181653455805 -0.0500104205746613 12.9
3052 0.675833333333334 0.698333333333333 0 0 0 1 0 3 8 0.9435 0.734688710496969 0.839373888656311 -16.6
3054 0.555833333333333 0.455 0 0 0 0 1 4 8 0.9673 0.224268621749778 -0.180488375712294 -2.5
3056 0.760833333333333 0.58 1 0 0 1 0 3 8 0.9427 1.15725366483535 0.322773392263051 0.8
3058 0.745 0.5025 0 0 0 0 1 4 8 0.9673 1.07212067322113 0.0100000833345832 5.8
3058 0.845 0.716666666666667 0 0 0 1 0 3 8 0.9435 1.69591151043793 0.927986771637348 -4.3
3059 0.654166666666667 0.475833333333333 1 0 0 1 0 3 8 0.9427 0.637405197551712 -0.0967420470444316 1.4
3059 0.77 0.535 0 0 0 0 1 4 8 0.9673 1.20831120592453 0.14022934130865 5.4
3060 0.738333333333333 0.781666666666667 1 0 0 0 1 4 8 0.9976 1.03732396469683 1.27540544524513 -19.8
3060 0.795 0.645 1 0 0 0 1 4 8 0.9976 1.35533213551592 0.597132527320357 -2.3
3061 0.73 0.76 0 0 0 0 1 4 8 0.9673 0.994622575144062 1.15267950993839 -18.5
3061 0.755 0.620833333333333 1 0 0 0 1 4 8 0.9976 1.1254595387043 0.493086799428608 -3.4
3062 0.655 0.134166666666667 0 1 0 0 0 1 8 1.0665 0.641090818603892 -1.86460962611476 20
3062 0.675 0.495833333333333 0 0 0 0 1 4 8 0.9673 0.730887508542793 -0.016667052485213 1.3
3063 0.759166666666667 0.669166666666667 0 0 0 0 1 4 8 0.9673 1.14811620914753 0.704418433259573 -7.7
3064 0.645833333333333 0.6225 0 0 0 0 1 4 8 0.9673 0.600773860428929 0.500173059649784 -11.2
3065 0.731666666666667 0.529166666666666 0 0 1 0 0 2 8 0.9745 1.00309504809071 0.116799267746248 2.7
3065 0.760833333333333 0.340833333333333 0 0 0 0 1 4 8 0.9673 1.15725366483535 -0.659582811724854 17
3066 0.415 0.605833333333333 1 0 0 0 1 4 8 0.9976 -0.343333327001158 0.429831089041585 -20.5
3066 0.795 0.69 1 0 0 1 0 3 8 0.9427 1.35533213551592 0.800119300112113 -6.6
3066 0.838333333333333 0.630833333333333 0 0 0 0 1 4 8 0.9673 1.64587919159635 0.535793483392312 3.2
3067 0.7525 0.444166666666667 1 0 1 0 0 2 8 0.9773 1.11199041461429 -0.224268621749778 10.4
3067 0.315 0.47 0 0 0 0 1 4 8 0.9673 -0.776846199436592 -0.120144311842063 -13.3
3068 0.2825 0.4275 1 0 0 0 1 4 8 0.9976 -0.932094397047281 -0.29205844705158 -11.8
