Age_days	Mean_All_Lion_prop	Female	Noord	Oost	Zuid	West	Regio	Age_years	psw
2192	.7075	1	0	0	0	1	4	6	.9991
2192	.3725	1	0	0	0	1	4	6	.9991
2193	.753333333333333	0	0	0	0	1	4	6	1.0014
2193	.3325	0	0	0	1	0	3	6	.8947
2195	.276666666666667	0	0	0	0	1	4	6	1.0014
2195	.340833333333333	0	1	0	0	0	1	6	1.9502
2195	.6975	1	1	0	0	0	1	6	1.9707
2197	.3425	1	0	0	0	1	4	6	.9991
2198	.555	0	0	0	0	1	4	6	1.0014
2198	.476666666666667	0	0	0	0	1	4	6	1.0014
2198	.348333333333333	0	0	0	1	0	3	6	.8947
2198	.405833333333333	1	0	0	1	0	3	6	.9207
2201	.333333333333333	1	0	1	0	0	2	6	.8787
2201	.1475	0	0	0	0	1	4	6	1.0014
2205	.290833333333333	1	0	0	0	1	4	6	.9991
2206	.631666666666667	0	0	1	0	0	2	6	.9003
2207	.6525	1	0	0	0	1	4	6	.9991
2208	.784166666666667	1	0	0	1	0	3	6	.9207
2208	.585833333333333	1	0	0	0	1	4	6	.9991
2209	.403333333333333	1	0	0	0	1	4	6	.9991
2210	.331666666666667	1	0	0	0	1	4	6	.9991
2214	.460833333333333	0	0	0	1	0	3	6	.8947
2214	.02	0	1	0	0	0	1	6	1.9502
2215	.3675	1	0	1	0	0	2	6	.8787
2215	.4475	1	0	0	1	0	3	6	.9207
2215	.374166666666667	0	0	0	0	1	4	6	1.0014
2215	.440833333333333	1	0	0	0	1	4	6	.9991
2217	.5475	1	0	0	0	1	4	6	.9991
2217	.519166666666667	0	0	0	0	1	4	6	1.0014
2219	.458333333333333	1	0	0	0	1	4	6	.9991
2219	.4325	1	0	0	0	1	4	6	.9991
2220	.714166666666667	1	0	0	0	1	4	6	.9991
2221	.400833333333333	0	0	0	0	1	4	6	1.0014
2222	.579166666666667	0	0	1	0	0	2	6	.9003
2224	.225	1	0	0	1	0	3	6	.9207
2225	.699166666666666	0	0	0	0	1	4	6	1.0014
2225	.4175	1	0	0	1	0	3	6	.9207
2226	.2075	1	0	0	0	1	4	6	.9991
2226	.605833333333333	0	1	0	0	0	1	6	1.9502
2228	.563333333333333	0	0	0	0	1	4	6	1.0014
2229	.28	1	0	0	0	1	4	6	.9991
2231	.609166666666667	1	0	1	0	0	2	6	.8787
2232	.5425	1	0	0	0	1	4	6	.9991
2232	.633333333333333	1	0	1	0	0	2	6	.8787
2232	.249166666666667	1	0	0	0	1	4	6	.9991
2233	.395	1	0	0	0	1	4	6	.9991
2235	.864166666666667	1	0	0	1	0	3	6	.9207
2235	.304166666666667	0	0	0	1	0	3	6	.8947
2235	.335833333333333	1	0	0	0	1	4	6	.9991
2237	.22	0	1	0	0	0	1	6	1.9502
2237	.469166666666667	0	0	0	0	1	4	6	1.0014
2238	.5225	1	0	0	0	1	4	6	.9991
2238	.473333333333333	1	0	0	1	0	3	6	.9207
2239	.6125	0	0	0	1	0	3	6	.8947
2239	.520833333333333	1	0	0	1	0	3	6	.9207
2239	.5925	0	0	0	1	0	3	6	.8947
2240	.430833333333333	1	0	0	1	0	3	6	.9207
2240	.289166666666667	1	0	0	0	1	4	6	.9991
2241	.573333333333333	0	0	1	0	0	2	6	.9003
2241	.42	1	0	0	0	1	4	6	.9991
2242	.4375	0	0	0	1	0	3	6	.8947
2243	.265	1	0	0	0	1	4	6	.9991
2244	.480833333333333	1	0	1	0	0	2	6	.8787
2244	.118333333333333	1	0	1	0	0	2	6	.8787
2244	.366666666666667	0	0	0	1	0	3	6	.8947
2244	.605	0	0	0	1	0	3	6	.8947
2245	.33	1	0	1	0	0	2	6	.8787
2245	.304166666666667	1	0	0	0	1	4	6	.9991
2246	.675	0	0	0	1	0	3	6	.8947
2247	.731666666666667	1	0	1	0	0	2	6	.8787
2247	.303333333333333	1	0	0	0	1	4	6	.9991
2248	.536666666666667	1	0	1	0	0	2	6	.8787
2248	.411666666666667	1	0	0	0	1	4	6	.9991
2248	.4	1	0	0	0	1	4	6	.9991
2248	.216666666666667	1	0	0	0	1	4	6	.9991
2250	.505833333333333	1	0	1	0	0	2	6	.8787
2250	.335	1	0	0	0	1	4	6	.9991
2250	.539166666666667	0	0	0	0	1	4	6	1.0014
2252	.609166666666667	1	0	1	0	0	2	6	.8787
2252	.615833333333333	1	1	0	0	0	1	6	1.9707
2253	.164166666666667	0	0	0	0	1	4	6	1.0014
2254	.838333333333333	0	0	0	0	1	4	6	1.0014
2254	.298333333333333	0	0	1	0	0	2	6	.9003
2255	.83	1	0	0	0	1	4	6	.9991
2255	.11	0	0	0	1	0	3	6	.8947
2256	.364166666666667	1	0	0	0	1	4	6	.9991
2256	.695833333333333	1	0	0	0	1	4	6	.9991
2257	.245	0	0	1	0	0	2	6	.9003
2258	.649166666666667	0	0	1	0	0	2	6	.9003
2258	.2875	1	0	0	0	1	4	6	.9991
2258	.521666666666667	1	0	0	0	1	4	6	.9991
2259	.453333333333333	1	0	0	0	1	4	6	.9991
2260	.5	1	0	0	0	1	4	6	.9991
2261	.855833333333333	0	0	0	1	0	3	6	.8947
2261	.794166666666667	1	1	0	0	0	1	6	1.9707
2262	.776666666666667	0	0	1	0	0	2	6	.9003
2262	.275833333333333	0	0	0	1	0	3	6	.8947
2262	.243333333333333	1	0	1	0	0	2	6	.8787
2262	.193333333333333	1	0	0	0	1	4	6	.9991
2263	.4225	1	0	1	0	0	2	6	.8787
2263	.3125	0	0	0	1	0	3	6	.8947
2264	.0766666666666667	1	0	0	0	1	4	6	.9991
2265	.490833333333333	1	0	0	0	1	4	6	.9991
2265	.294166666666667	0	0	0	1	0	3	6	.8947
2266	.6325	0	0	1	0	0	2	6	.9003
2266	.553333333333333	0	0	0	0	1	4	6	1.0014
2266	.2975	0	0	0	0	1	4	6	1.0014
2267	.393333333333333	1	0	0	1	0	3	6	.9207
2268	.298333333333333	0	0	1	0	0	2	6	.9003
2268	.508333333333333	1	0	1	0	0	2	6	.8787
2268	.304166666666667	1	0	0	0	1	4	6	.9991
2268	.715	1	0	0	0	1	4	6	.9991
2268	.429166666666667	0	0	0	0	1	4	6	1.0014
2268	.4375	1	0	0	0	1	4	6	.9991
2269	.771666666666667	0	0	0	1	0	3	6	.8947
2270	.65	1	1	0	0	0	1	6	1.9707
2271	.66	0	0	0	0	1	4	6	1.0014
2271	.478333333333333	0	0	0	0	1	4	6	1.0014
2272	.3275	1	0	1	0	0	2	6	.8787
2272	.553333333333333	0	0	1	0	0	2	6	.9003
2273	.805	1	0	0	0	1	4	6	.9991
2273	.468333333333333	1	0	0	0	1	4	6	.9991
2274	.0808333333333333	0	0	1	0	0	2	6	.9003
2275	.734166666666667	1	0	1	0	0	2	6	.8787
2275	.401666666666667	0	0	0	1	0	3	6	.8947
2276	.41	1	0	1	0	0	2	6	.8787
2277	.4875	1	1	0	0	0	1	6	1.9707
2278	.496666666666667	1	0	0	0	1	4	6	.9991
2279	.735833333333333	1	0	0	0	1	4	6	.9991
2282	.459166666666667	1	0	0	1	0	3	6	.9207
2282	.626666666666667	0	0	0	0	1	4	6	1.0014
2282	.165833333333333	1	0	0	0	1	4	6	.9991
2283	.284166666666667	1	0	1	0	0	2	6	.8787
2283	.5075	1	0	0	1	0	3	6	.9207
2283	.326666666666667	1	0	0	1	0	3	6	.9207
2284	.3875	0	0	0	0	1	4	6	1.0014
2285	.594166666666667	0	0	0	0	1	4	6	1.0014
2285	.435833333333333	1	0	0	0	1	4	6	.9991
2286	.590833333333333	1	0	0	0	1	4	6	.9991
2286	.534166666666667	0	0	0	1	0	3	6	.8947
2287	.569166666666667	0	0	0	0	1	4	6	1.0014
2287	.763333333333333	0	0	0	0	1	4	6	1.0014
2287	.351666666666667	1	0	0	0	1	4	6	.9991
2288	.133333333333333	0	0	0	0	1	4	6	1.0014
2288	.478333333333333	1	0	0	1	0	3	6	.9207
2289	.335	0	0	1	0	0	2	6	.9003
2291	.360833333333333	1	0	0	0	1	4	6	.9991
2291	.413333333333333	1	0	0	1	0	3	6	.9207
2292	.2975	1	0	0	0	1	4	6	.9991
2292	.6225	1	0	0	1	0	3	6	.9207
2292	.43	0	0	0	0	1	4	6	1.0014
2294	.589166666666667	1	0	0	0	1	4	6	.9991
2294	.650833333333333	1	0	1	0	0	2	6	.8787
2294	.66	1	0	0	1	0	3	6	.9207
2294	.493333333333333	1	0	0	1	0	3	6	.9207
2294	.46	0	0	0	0	1	4	6	1.0014
2295	.414166666666667	0	0	0	0	1	4	6	1.0014
2296	.25	1	0	0	0	1	4	6	.9991
2298	.5925	0	0	0	0	1	4	6	1.0014
2298	.603333333333333	0	0	0	0	1	4	6	1.0014
2298	.788333333333333	0	0	0	1	0	3	6	.8947
2298	.425	1	0	0	0	1	4	6	.9991
2298	.653333333333333	0	0	0	0	1	4	6	1.0014
2298	.2775	0	0	0	1	0	3	6	.8947
2298	.29	0	0	0	0	1	4	6	1.0014
2299	.3825	0	0	0	0	1	4	6	1.0014
2299	.506666666666667	0	0	1	0	0	2	6	.9003
2299	.443333333333333	0	0	0	0	1	4	6	1.0014
2300	.2625	0	0	0	0	1	4	6	1.0014
2300	.525833333333333	1	0	0	1	0	3	6	.9207
2300	.2575	1	0	0	0	1	4	6	.9991
2300	.45	0	0	1	0	0	2	6	.9003
2300	.475	0	0	0	0	1	4	6	1.0014
2301	.570833333333333	1	0	1	0	0	2	6	.8787
2301	.7425	0	0	0	0	1	4	6	1.0014
2301	.37	0	0	0	0	1	4	6	1.0014
2301	.43	0	0	0	0	1	4	6	1.0014
2301	.549166666666667	0	0	0	1	0	3	6	.8947
2302	.503333333333333	0	0	1	0	0	2	6	.9003
2303	.455833333333333	0	0	1	0	0	2	6	.9003
2303	.408333333333333	0	0	0	0	1	4	6	1.0014
2303	.176666666666667	0	0	0	0	1	4	6	1.0014
2304	.445833333333333	1	0	0	1	0	3	6	.9207
2304	.66	0	0	0	1	0	3	6	.8947
2305	.524166666666667	1	0	0	0	1	4	6	.9991
2306	.585	0	0	1	0	0	2	6	.9003
2307	.598333333333333	1	0	0	1	0	3	6	.9207
2307	.546666666666667	0	0	0	1	0	3	6	.8947
2308	.498333333333333	1	0	1	0	0	2	6	.8787
2309	.1875	0	0	1	0	0	2	6	.9003
2309	.2375	0	0	0	1	0	3	6	.8947
2309	.390833333333333	0	0	0	0	1	4	6	1.0014
2310	.555833333333333	1	0	0	0	1	4	6	.9991
2311	.528333333333333	1	0	1	0	0	2	6	.8787
2311	.7775	1	0	0	0	1	4	6	.9991
2313	.5425	1	0	1	0	0	2	6	.8787
2313	.484166666666667	1	0	0	0	1	4	6	.9991
2313	.2325	0	0	0	0	1	4	6	1.0014
2314	.631666666666667	1	0	0	0	1	4	6	.9991
2314	.650833333333333	0	0	0	0	1	4	6	1.0014
2314	.226666666666667	0	0	0	0	1	4	6	1.0014
2315	.675	0	0	0	1	0	3	6	.8947
2316	.8575	0	0	0	0	1	4	6	1.0014
2316	.430833333333333	1	0	0	1	0	3	6	.9207
2317	.565	0	0	0	1	0	3	6	.8947
2317	.276666666666667	0	0	0	0	1	4	6	1.0014
2317	.108333333333333	1	0	0	0	1	4	6	.9991
2317	.61	0	0	0	0	1	4	6	1.0014
2318	.531666666666667	0	0	0	1	0	3	6	.8947
2318	.643333333333333	0	0	0	1	0	3	6	.8947
2318	.6025	1	0	0	1	0	3	6	.9207
2319	.285833333333333	1	0	0	0	1	4	6	.9991
2319	.593333333333333	0	0	0	0	1	4	6	1.0014
2319	.41	0	1	0	0	0	1	6	1.9502
2320	.274166666666667	1	0	0	0	1	4	6	.9991
2320	.3275	1	0	0	0	1	4	6	.9991
2321	.423333333333333	1	0	1	0	0	2	6	.8787
2321	.1725	0	0	0	1	0	3	6	.8947
2321	.501666666666667	1	1	0	0	0	1	6	1.9707
2321	.161666666666667	0	0	0	0	1	4	6	1.0014
2322	.268333333333333	0	0	1	0	0	2	6	.9003
2322	.426666666666667	1	0	1	0	0	2	6	.8787
2322	.634166666666667	0	0	1	0	0	2	6	.9003
2322	.7325	1	0	1	0	0	2	6	.8787
2324	.186666666666667	0	0	0	0	1	4	6	1.0014
2324	.41	0	0	1	0	0	2	6	.9003
2325	.520833333333333	1	0	0	1	0	3	6	.9207
2325	.315	0	0	0	1	0	3	6	.8947
2325	.339166666666667	0	0	0	0	1	4	6	1.0014
2326	.235	0	0	0	0	1	4	6	1.0014
2326	.759166666666667	1	0	0	1	0	3	6	.9207
2327	.421666666666667	1	0	0	0	1	4	6	.9991
2327	.343333333333333	1	0	0	1	0	3	6	.9207
2329	.524166666666667	1	0	1	0	0	2	6	.8787
2329	.6675	1	0	0	0	1	4	6	.9991
2329	.679166666666666	1	0	0	0	1	4	6	.9991
2329	.726666666666667	1	1	0	0	0	1	6	1.9707
2329	.176666666666667	1	0	1	0	0	2	6	.8787
2329	.206666666666667	1	0	0	0	1	4	6	.9991
2330	.589166666666667	0	0	1	0	0	2	6	.9003
2330	.4	0	0	0	1	0	3	6	.8947
2330	.584166666666667	1	0	0	1	0	3	6	.9207
2331	.406666666666667	0	0	0	1	0	3	6	.8947
2331	.593333333333333	1	0	0	0	1	4	6	.9991
2331	.5375	1	0	0	0	1	4	6	.9991
2332	.255833333333333	1	0	0	0	1	4	6	.9991
2332	.34	0	0	0	0	1	4	6	1.0014
2332	.196666666666667	0	0	0	0	1	4	6	1.0014
2332	.795833333333333	1	0	0	0	1	4	6	.9991
2332	.41	0	1	0	0	0	1	6	1.9502
2333	.476666666666667	0	0	0	1	0	3	6	.8947
2334	.564166666666667	1	0	1	0	0	2	6	.8787
2334	.330833333333333	1	0	0	1	0	3	6	.9207
2335	.7575	0	0	0	0	1	4	6	1.0014
2335	.6475	1	1	0	0	0	1	6	1.9707
2336	.085	0	0	0	1	0	3	6	.8947
2336	.645	1	0	0	0	1	4	6	.9991
2336	.559166666666667	1	1	0	0	0	1	6	1.9707
2337	.236666666666667	1	0	0	1	0	3	6	.9207
2337	.5125	1	0	0	1	0	3	6	.9207
2338	.346666666666667	0	0	1	0	0	2	6	.9003
2338	.59	1	0	0	1	0	3	6	.9207
2338	.2875	1	0	0	0	1	4	6	.9991
2338	.344166666666667	0	0	0	1	0	3	6	.8947
2339	.528333333333333	1	0	0	0	1	4	6	.9991
2339	.5975	1	0	0	1	0	3	6	.9207
2340	.370833333333333	0	0	1	0	0	2	6	.9003
2340	.665	1	0	0	0	1	4	6	.9991
2341	.195	0	0	0	1	0	3	6	.8947
2341	.129166666666667	1	0	1	0	0	2	6	.8787
2341	.5	0	0	1	0	0	2	6	.9003
2341	.325833333333333	0	0	0	0	1	4	6	1.0014
2342	.58	0	0	0	0	1	4	6	1.0014
2342	.48	0	0	0	1	0	3	6	.8947
2343	.511666666666666	1	0	0	0	1	4	6	.9991
2344	.669166666666667	0	0	1	0	0	2	6	.9003
2344	.6875	0	0	0	1	0	3	6	.8947
2344	.0908333333333333	1	0	0	1	0	3	6	.9207
2344	.606666666666667	1	0	0	1	0	3	6	.9207
2344	.585833333333333	0	0	0	0	1	4	6	1.0014
2345	.318333333333333	1	0	0	0	1	4	6	.9991
2345	.249166666666667	1	0	0	1	0	3	6	.9207
2345	.644166666666667	1	0	0	1	0	3	6	.9207
2346	.551666666666667	1	0	0	0	1	4	6	.9991
2346	.313333333333333	1	0	0	0	1	4	6	.9991
2347	.3675	1	0	1	0	0	2	6	.8787
2347	.545	0	0	0	1	0	3	6	.8947
2347	.256666666666667	1	0	0	1	0	3	6	.9207
2347	.581666666666666	1	0	0	0	1	4	6	.9991
2347	.719166666666667	1	1	0	0	0	1	6	1.9707
2348	.025	1	0	1	0	0	2	6	.8787
2348	.620833333333333	0	0	0	0	1	4	6	1.0014
2349	.695	0	0	0	0	1	4	6	1.0014
2349	.485	0	0	0	1	0	3	6	.8947
2349	.283333333333333	0	1	0	0	0	1	6	1.9502
2350	.415833333333333	1	0	1	0	0	2	6	.8787
2350	.471666666666667	1	0	1	0	0	2	6	.8787
2350	.651666666666667	0	0	1	0	0	2	6	.9003
2350	.438333333333333	0	0	0	0	1	4	6	1.0014
2351	.370833333333333	0	0	1	0	0	2	6	.9003
2351	.5925	1	0	0	1	0	3	6	.9207
2351	.166666666666667	1	0	1	0	0	2	6	.8787
2352	.0266666666666667	1	0	0	0	1	4	6	.9991
2352	.625	0	0	1	0	0	2	6	.9003
2353	.199166666666667	0	0	1	0	0	2	6	.9003
2353	.540833333333333	1	0	0	1	0	3	6	.9207
2353	.685	0	0	0	1	0	3	6	.8947
2353	.413333333333333	0	1	0	0	0	1	6	1.9502
2353	.59	0	0	1	0	0	2	6	.9003
2354	.596666666666666	0	0	0	0	1	4	6	1.0014
2356	.2875	1	0	1	0	0	2	6	.8787
2356	.610833333333333	0	0	0	1	0	3	6	.8947
2356	.430833333333333	0	0	0	0	1	4	6	1.0014
2357	.646666666666667	0	0	1	0	0	2	6	.9003
2357	.484166666666667	0	0	0	1	0	3	6	.8947
2358	.615833333333333	0	0	0	1	0	3	6	.8947
2359	.688333333333333	1	0	1	0	0	2	6	.8787
2359	.393333333333333	0	0	1	0	0	2	6	.9003
2361	.294166666666667	1	0	1	0	0	2	6	.8787
2361	.389166666666667	0	0	1	0	0	2	6	.9003
2361	.745833333333333	0	0	0	1	0	3	6	.8947
2362	.323333333333333	1	0	1	0	0	2	6	.8787
2362	.368333333333333	0	0	0	0	1	4	6	1.0014
2362	.335833333333333	1	0	0	0	1	4	6	.9991
2363	.24	1	0	0	0	1	4	6	.9991
2363	.0916666666666667	0	0	1	0	0	2	6	.9003
2364	.614166666666667	1	0	1	0	0	2	6	.8787
2364	.210833333333333	1	0	1	0	0	2	6	.8787
2364	.178333333333333	0	0	0	1	0	3	6	.8947
2365	.755	0	0	0	0	1	4	6	1.0014
2365	.610833333333333	0	0	0	1	0	3	6	.8947
2365	.774166666666667	1	0	0	0	1	4	6	.9991
2365	.878333333333334	1	0	1	0	0	2	6	.8787
2365	.456666666666667	0	0	0	0	1	4	6	1.0014
2366	.476666666666667	0	0	1	0	0	2	6	.9003
2366	.495	1	0	0	1	0	3	6	.9207
2366	.643333333333333	1	0	0	1	0	3	6	.9207
2366	.409166666666667	0	0	0	0	1	4	6	1.0014
2367	.561666666666667	1	0	1	0	0	2	6	.8787
2368	.2125	0	0	0	0	1	4	6	1.0014
2369	.470833333333333	0	0	1	0	0	2	6	.9003
2370	.386666666666667	0	0	0	0	1	4	6	1.0014
2370	.230833333333333	1	0	1	0	0	2	6	.8787
2370	.72	1	0	0	1	0	3	6	.9207
2370	.253333333333333	1	1	0	0	0	1	6	1.9707
2371	.5475	1	0	1	0	0	2	6	.8787
2371	.26	1	0	1	0	0	2	6	.8787
2371	.405833333333333	1	0	0	1	0	3	6	.9207
2372	.363333333333333	1	0	1	0	0	2	6	.8787
2372	.655	0	0	0	0	1	4	6	1.0014
2372	.735	1	0	1	0	0	2	6	.8787
2373	.580833333333333	0	0	0	0	1	4	6	1.0014
2373	.204166666666667	0	0	0	0	1	4	6	1.0014
2374	.52	1	0	0	1	0	3	6	.9207
2374	.679166666666667	0	0	0	1	0	3	6	.8947
2375	.295	0	0	1	0	0	2	6	.9003
2375	.285	0	0	0	0	1	4	6	1.0014
2375	.8025	1	0	0	0	1	4	6	.9991
2376	.193333333333333	1	0	0	0	1	4	6	.9991
2377	.396666666666667	0	0	0	0	1	4	6	1.0014
2377	.3025	1	0	0	0	1	4	6	.9991
2377	.114166666666667	0	0	0	0	1	4	6	1.0014
2377	.596666666666667	0	0	0	1	0	3	6	.8947
2377	.691666666666667	1	1	0	0	0	1	6	1.9707
2378	.365	0	0	0	0	1	4	6	1.0014
2378	.3225	1	0	0	1	0	3	6	.9207
2378	.521666666666667	0	0	0	0	1	4	6	1.0014
2380	.500833333333333	0	0	1	0	0	2	6	.9003
2380	.575	0	0	0	1	0	3	6	.8947
2380	.496666666666667	0	0	1	0	0	2	6	.9003
2380	.695833333333333	0	0	0	0	1	4	6	1.0014
2381	.3275	0	0	1	0	0	2	6	.9003
2381	.4225	0	0	1	0	0	2	6	.9003
2381	.771666666666667	1	0	0	0	1	4	6	.9991
2382	.815	1	0	0	1	0	3	6	.9207
2382	.58	1	0	0	0	1	4	6	.9991
2382	.7075	1	0	0	1	0	3	6	.9207
2382	.463333333333333	1	0	0	0	1	4	6	.9991
2384	.7275	1	0	0	0	1	4	6	.9991
2384	.230833333333333	0	0	1	0	0	2	6	.9003
2384	.103333333333333	0	0	0	0	1	4	6	1.0014
2385	.691666666666667	0	0	0	1	0	3	6	.8947
2385	.371666666666667	0	0	0	0	1	4	6	1.0014
2386	.64	0	0	1	0	0	2	6	.9003
2387	.229166666666667	0	0	0	0	1	4	6	1.0014
2387	.646666666666667	0	0	0	0	1	4	6	1.0014
2388	.808333333333333	0	0	0	0	1	4	6	1.0014
2390	.363333333333333	0	0	0	0	1	4	6	1.0014
2391	.7125	0	0	0	0	1	4	6	1.0014
2392	.2725	1	0	1	0	0	2	6	.8787
2392	.625833333333333	0	0	0	0	1	4	6	1.0014
2392	.2475	0	0	1	0	0	2	6	.9003
2392	.4125	0	0	1	0	0	2	6	.9003
2393	.331666666666667	1	1	0	0	0	1	6	1.9707
2394	.8425	1	0	1	0	0	2	6	.8787
2394	.589166666666667	1	0	0	0	1	4	6	.9991
2394	.1975	0	0	0	0	1	4	6	1.0014
2394	.741666666666666	1	1	0	0	0	1	6	1.9707
2395	.635	0	0	0	0	1	4	6	1.0014
2395	.62	1	1	0	0	0	1	6	1.9707
2396	.129166666666667	1	0	1	0	0	2	6	.8787
2397	.323333333333333	0	0	0	0	1	4	6	1.0014
2397	.626666666666667	0	0	0	0	1	4	6	1.0014
2397	.550833333333333	0	1	0	0	0	1	6	1.9502
2397	.3625	0	1	0	0	0	1	6	1.9502
2398	.279166666666667	0	0	0	0	1	4	6	1.0014
2399	.54	0	0	0	0	1	4	6	1.0014
2400	.4175	0	0	0	0	1	4	6	1.0014
2400	.19	0	0	0	0	1	4	6	1.0014
2400	.479166666666667	1	0	0	1	0	3	6	.9207
2400	.640833333333333	1	1	0	0	0	1	6	1.9707
2401	.2525	1	0	0	0	1	4	6	.9991
2401	.2875	0	0	0	0	1	4	6	1.0014
2402	.164166666666667	1	0	0	1	0	3	6	.9207
2403	.554166666666667	1	0	0	0	1	4	6	.9991
2404	.551666666666667	0	0	1	0	0	2	6	.9003
2404	.498333333333333	1	0	1	0	0	2	6	.8787
2405	.309166666666667	1	0	0	0	1	4	6	.9991
2405	.101666666666667	0	0	0	0	1	4	6	1.0014
2406	.6425	1	0	0	0	1	4	6	.9991
2406	.4225	1	0	0	0	1	4	6	.9991
2407	.8175	0	0	0	0	1	4	6	1.0014
2407	.0366666666666667	0	0	0	0	1	4	6	1.0014
2407	.213333333333333	0	0	0	0	1	4	6	1.0014
2408	.353333333333333	0	0	0	1	0	3	6	.8947
2408	.468333333333333	0	0	1	0	0	2	6	.9003
2409	.08	1	0	0	0	1	4	6	.9991
2409	.345833333333333	1	0	0	0	1	4	6	.9991
2409	.189166666666667	0	0	1	0	0	2	6	.9003
2410	.63	1	0	0	0	1	4	6	.9991
2411	.4525	0	0	1	0	0	2	6	.9003
2411	.55	1	0	0	0	1	4	6	.9991
2412	.441666666666667	1	0	1	0	0	2	6	.8787
2412	.675833333333333	1	0	0	1	0	3	6	.9207
2412	.5175	0	0	0	0	1	4	6	1.0014
2414	.675833333333333	1	0	1	0	0	2	6	.8787
2414	.428333333333333	1	0	0	0	1	4	6	.9991
2414	.629166666666667	1	0	0	0	1	4	6	.9991
2415	.495	0	0	0	1	0	3	6	.8947
2416	.663333333333333	0	0	0	0	1	4	6	1.0014
2417	.545	1	0	0	0	1	4	6	.9991
2419	.5225	0	0	1	0	0	2	6	.9003
2419	.744166666666667	0	0	1	0	0	2	6	.9003
2419	.680833333333333	0	0	0	0	1	4	6	1.0014
2419	.660833333333333	0	0	0	1	0	3	6	.8947
2419	.433333333333333	1	0	1	0	0	2	6	.8787
2420	.57	1	0	0	0	1	4	6	.9991
2420	.121666666666667	0	1	0	0	0	1	6	1.9502
2421	.54	0	0	0	1	0	3	6	.8947
2421	.338333333333333	1	0	0	0	1	4	6	.9991
2422	.43	1	0	1	0	0	2	6	.8787
2422	.5675	0	0	1	0	0	2	6	.9003
2422	.376666666666667	0	0	0	0	1	4	6	1.0014
2423	.221666666666667	0	0	1	0	0	2	6	.9003
2425	.493333333333333	0	0	0	0	1	4	6	1.0014
2425	.548333333333333	0	0	0	0	1	4	6	1.0014
2425	.590833333333333	0	0	0	1	0	3	6	.8947
2426	.574166666666666	1	0	0	1	0	3	6	.9207
2426	.178333333333333	1	0	0	0	1	4	6	.9991
2426	.335	1	0	0	0	1	4	6	.9991
2426	.609166666666667	0	0	0	0	1	4	6	1.0014
2426	.245833333333333	1	0	1	0	0	2	6	.8787
2426	.789166666666667	0	0	0	0	1	4	6	1.0014
2427	.8125	0	0	0	1	0	3	6	.8947
2427	.335833333333333	1	0	0	0	1	4	6	.9991
2428	.7925	1	0	0	0	1	4	6	.9991
2428	.555833333333333	1	0	0	0	1	4	6	.9991
2428	.558333333333333	1	0	0	0	1	4	6	.9991
2429	.355	1	0	0	0	1	4	6	.9991
2429	.243333333333333	0	0	0	0	1	4	6	1.0014
2429	.355833333333333	1	0	0	0	1	4	6	.9991
2429	.486666666666667	1	0	0	0	1	4	6	.9991
2430	.279166666666667	0	0	1	0	0	2	6	.9003
2430	.6025	1	0	0	1	0	3	6	.9207
2430	.644166666666667	0	0	0	1	0	3	6	.8947
2431	.53	0	0	0	0	1	4	6	1.0014
2431	.2	0	0	0	1	0	3	6	.8947
2431	.295	0	0	0	1	0	3	6	.8947
2431	.529166666666667	0	0	0	0	1	4	6	1.0014
2431	.453333333333333	0	0	0	0	1	4	6	1.0014
2432	.346666666666667	1	0	0	0	1	4	6	.9991
2432	.6275	0	0	1	0	0	2	6	.9003
2432	.611666666666667	1	0	0	1	0	3	6	.9207
2432	.4675	1	0	0	1	0	3	6	.9207
2433	.665	0	0	1	0	0	2	6	.9003
2434	.324166666666667	1	0	0	0	1	4	6	.9991
2434	.199166666666667	0	0	0	0	1	4	6	1.0014
2435	.594166666666667	1	0	0	0	1	4	6	.9991
2435	.325833333333333	1	0	0	0	1	4	6	.9991
2435	.583333333333333	1	0	1	0	0	2	6	.8787
2436	.561666666666667	1	0	0	0	1	4	6	.9991
2437	.5325	1	0	0	0	1	4	6	.9991
2437	.695833333333333	0	0	0	1	0	3	6	.8947
2438	.728333333333333	0	0	0	0	1	4	6	1.0014
2438	.801666666666667	1	0	0	0	1	4	6	.9991
2438	.728333333333333	1	0	0	0	1	4	6	.9991
2438	.239166666666667	0	0	0	0	1	4	6	1.0014
2439	.5375	1	0	0	0	1	4	6	.9991
2439	.479166666666667	0	0	0	1	0	3	6	.8947
2439	.316666666666667	0	0	0	1	0	3	6	.8947
2439	.438333333333333	1	0	0	0	1	4	6	.9991
2439	.428333333333333	1	0	0	1	0	3	6	.9207
2440	.504166666666667	1	0	0	0	1	4	6	.9991
2440	.665	0	0	1	0	0	2	6	.9003
2440	.5	1	0	0	1	0	3	6	.9207
2440	.484166666666667	1	0	0	1	0	3	6	.9207
2441	.3225	1	0	1	0	0	2	6	.8787
2441	.406666666666667	1	0	1	0	0	2	6	.8787
2441	.495833333333333	0	1	0	0	0	1	6	1.9502
2441	.438333333333333	1	0	1	0	0	2	6	.8787
2442	.511666666666667	0	0	0	0	1	4	6	1.0014
2442	.458333333333333	0	0	0	0	1	4	6	1.0014
2442	.690833333333333	0	0	0	0	1	4	6	1.0014
2443	.719166666666667	0	0	0	1	0	3	6	.8947
2444	.5625	0	0	0	1	0	3	6	.8947
2445	.714166666666667	1	0	0	0	1	4	6	.9991
