"lftd" "LS" "AS" "sekse" "noord" "oost" "zuid" "west" "regio" "lftj" "psw" "LOLS" "LOAS" "DT"
2287 0.351666666666667 0.483333333333333 1 0 0 0 1 4 6 0.9539 -0.611721210142378 -0.0666913744986737 -10
2288 0.1825 0.595833333333333 1 0 1 0 0 2 6 1.0027 -1.49950072974886 0.388133651756523 -28.7
2288 0.133333333333333 0.265833333333333 0 0 0 0 1 4 6 0.8903 -1.87180217690159 -1.01586652315134 -9.2
2288 0.478333333333333 0.31 1 0 0 1 0 3 6 0.8999 -0.0867209747805333 -0.800119300112113 7.2
2290 0.449166666666667 0.440833333333333 0 0 0 0 1 4 6 0.8903 -0.204038268942688 -0.237780705113384 -2.1
2291 0.413333333333333 0.42 1 0 0 1 0 3 6 0.8999 -0.350202429433116 -0.322773392263051 -2.5
2292 0.2975 0.451666666666667 1 0 0 0 1 4 6 0.9539 -0.859231176222216 -0.19393892988567 -10.5
2292 0.203333333333333 0.0225 0 0 1 0 0 2 6 1.0023 -1.3655896877582 -3.77148298264915 11.2
2292 0.6225 0.5175 1 0 0 1 0 3 6 0.8999 0.500173059649784 0.0700286043604833 1.6
2292 0.43 0.545 0 0 0 0 1 4 6 0.8903 -0.281851152140988 0.180488375712294 -11.1
2293 0.440833333333333 0.0833333333333333 0 0 1 0 0 2 6 1.0023 -0.237780705113384 -2.39789527279837 17.4
2293 0.3775 0.2375 1 0 1 0 0 2 6 1.0027 -0.500173059649783 -1.16643488500687 5.7
2294 0.589166666666667 0.485 1 0 0 0 1 4 6 0.9539 0.360521491853884 -0.060018009726253 2.2
2294 0.66 0.138333333333333 1 0 0 1 0 3 6 0.8999 0.663294217410264 -1.82920226671183 26.1
2294 0.46 0.2875 0 0 0 0 1 4 6 0.8903 -0.160342650075179 -0.9075570519054 7.4
2295 0.39 0.389166666666667 1 0 0 0 1 4 6 0.9539 -0.447312218043665 -0.450816444217753 -1.8
2295 0.414166666666667 0.541666666666666 0 0 0 0 1 4 6 0.8903 -0.346766865714035 0.167054084663163 -11.6
2296 0.25 0.53 1 0 0 0 1 4 6 0.9539 -1.09861228866811 0.120144311842063 -19
2298 0.5925 0.326666666666667 0 0 0 0 1 4 6 0.8903 0.374309940328369 -0.723300218730631 12.4
2298 0.603333333333333 0.311666666666667 0 0 0 0 1 4 6 0.8903 0.419373538154295 -0.792338976106445 13.8
2298 0.425 0.443333333333333 1 0 0 0 1 4 6 0.9539 -0.302280871872934 -0.227644684195003 -3.5
2298 0.653333333333333 0.440833333333333 0 0 0 0 1 4 6 0.8903 0.633723760089143 -0.237780705113384 9.1
2298 0.2775 0.476666666666667 0 0 0 1 0 3 6 1.1182 -0.956896486800098 -0.0934011750883994 -13.3
2299 0.443333333333333 0.246666666666667 0 0 0 0 1 4 6 0.8903 -0.227644684195003 -1.11646990606811 8.5
2300 0.2625 0.0783333333333333 0 0 0 0 1 4 6 0.8903 -1.0330150061823 -2.46521039981228 8.7
2300 0.525833333333333 0.4875 1 0 0 1 0 3 6 0.8999 0.103425428414881 -0.0500104205746613 -1.5
2300 0.2575 0.343333333333333 1 0 0 0 1 4 6 0.9539 -1.05900315057306 -0.648474740508354 -5.9
2300 0.475 0.476666666666667 0 0 0 0 1 4 6 0.8903 -0.100083458556983 -0.0934011750883994 -3.3
2301 0.570833333333333 0.410833333333333 1 0 1 0 0 2 6 1.0027 0.285251937598488 -0.360521491853884 6.3
2301 0.37 0.459166666666667 0 0 0 0 1 4 6 0.8903 -0.532216813747308 -0.163697907551174 -7.4
2301 0.549166666666667 0.409166666666667 0 0 0 1 0 3 6 1.1182 0.197304255656027 -0.367411398737605 5.2
2302 0.503333333333333 0.1 0 0 1 0 0 2 6 1.0023 0.0133335308694636 -2.19722457733622 19.5
2303 0.408333333333333 0.300833333333333 0 0 0 0 1 4 6 0.8903 -0.37085957893069 -0.843332748134327 4
2303 0.176666666666667 0.255 0 0 0 0 1 4 6 0.8903 -1.53909642307585 -1.07212067322113 -5.9
2303 0.484166666666667 0.43 1 0 0 0 1 4 6 0.9539 -0.0633545158326833 -0.281851152140988 0.4
2304 0.66 0.425833333333333 0 0 0 1 0 3 6 1.1182 0.663294217410264 -0.298871680809955 10.5
2305 0.524166666666667 0.143333333333333 1 0 0 0 1 4 6 0.9539 0.0967420470444316 -1.78787596920166 18
2306 0.585 0.400833333333333 0 0 1 0 0 2 6 1.0023 0.343333327001158 -0.401994087615287 7.6
2307 0.598333333333333 0.335833333333333 1 0 0 1 0 3 6 0.8999 0.398525454997623 -0.681918116843534 12.1
2307 0.546666666666667 0.21 0 0 0 1 0 3 6 1.1182 0.187211542088148 -1.3249254147436 15.7
2308 0.2825 0.3675 1 0 0 1 0 3 6 0.8999 -0.932094397047281 -0.542956901948784 -6
2309 0.2375 0.370833333333333 0 0 0 1 0 3 6 1.1182 -1.16643488500687 -0.528643467082786 -8.6
2309 0.390833333333333 0.1175 0 0 0 0 1 4 6 0.8903 -0.443810691303501 -2.01632045522324 12.6
2311 0.528333333333333 0.4525 1 0 1 0 0 2 6 1.0027 0.113454876234042 -0.190574698550675 1.1
2311 0.5325 0.4775 0 0 1 0 0 2 6 1.0023 0.130183548854838 -0.0900608239181811 -0.5
2311 0.7775 0.54 1 0 0 0 1 4 6 0.9539 1.25115654244709 0.160342650075179 9.8
2313 0.484166666666667 0.4925 1 0 0 0 1 4 6 0.9539 -0.0633545158326833 -0.030002250303799 -4.1
2313 0.2325 0.0766666666666667 0 0 0 0 1 4 6 0.8903 -1.19424825443394 -2.48852329025819 7.1
2314 0.314166666666667 0.250833333333333 1 0 1 0 0 2 6 1.0027 -0.780711013229058 -1.09417276972275 1.7
2314 0.650833333333333 0.556666666666666 0 0 0 0 1 4 6 0.8903 0.622704229917547 0.227644684194999 -0.2
2316 0.8575 0.624166666666667 0 0 0 0 1 4 6 0.8903 1.79467917933139 0.507271644014542 8.8
2317 0.164166666666667 0.151666666666667 0 0 0 0 1 4 6 0.8903 -1.62754705922394 -1.72158851003367 -1.5
2317 0.565 0.095 0 0 0 1 0 3 6 1.1182 0.261479700057757 -2.25405805209939 23
2317 0.108333333333333 0.253333333333333 1 0 0 0 1 4 6 0.9539 -2.10787947700037 -1.08091271156871 -10.5
2317 0.61 0.528333333333333 0 0 0 0 1 4 6 0.8903 0.447312218043665 0.113454876234042 -0.2
2318 0.643333333333333 0.615833333333333 0 0 0 1 0 3 6 1.1182 0.589861354442978 0.471899877951552 -6.1
2318 0.6025 0.594166666666667 1 0 0 1 0 3 6 0.8999 0.415892731270424 0.381217297331707 -6.5
2318 0.3 0.576666666666666 0 0 0 0 1 4 6 0.8903 -0.847297860387204 0.309104508039185 -20.6
2319 0.285833333333333 0.3475 1 0 0 0 1 4 6 0.9539 -0.915707471431842 -0.630046474192002 -4.8
2319 0.593333333333333 0.408333333333333 0 0 0 0 1 4 6 0.8903 0.377762505558827 -0.37085957893069 7.5
2319 0.41 0.293333333333333 0 1 0 0 0 1 6 1.7555 -0.363965377201412 -0.879249460193808 4.4
2321 0.703333333333333 0.32 0 0 1 0 0 2 6 1.0023 0.863221763743925 -0.75377180237638 19.3
2321 0.423333333333333 0.311666666666667 1 0 1 0 0 2 6 1.0027 -0.309104508039189 -0.792338976106445 4.1
2321 0.1725 0.101666666666667 0 0 0 1 0 3 6 1.1182 -1.5680118707798 -2.17884170673568 1.9
2321 0.161666666666667 0.103333333333333 0 0 0 0 1 4 6 0.8903 -1.64587919159635 -2.1607241751167 1.2
2322 0.268333333333333 0.4475 0 0 1 0 0 2 6 1.0023 -1.00309504809071 -0.210776895676998 -11.8
2322 0.426666666666667 0.539166666666667 1 0 1 0 0 2 6 1.0027 -0.295464212893835 0.156988292978567 -10.9
2323 0.503333333333333 0.515833333333333 0 0 0 0 1 4 6 0.8903 0.0133335308694636 0.0633545158326837 -5
2324 0.186666666666667 0.199166666666667 0 0 0 0 1 4 6 0.8903 -1.47181653455805 -1.39151085703878 -2.6
2325 0.520833333333333 0.526666666666667 1 0 0 1 0 3 6 0.8999 0.0833816089390498 0.106767975425707 -5
2325 0.339166666666667 0.56 0 0 0 0 1 4 6 0.8903 -0.667010036192251 0.241162056816888 -17.1
2326 0.235 0.0975 0 0 0 0 1 4 6 0.8903 -1.18029031968238 -2.22531631220323 5.8
2326 0.759166666666667 0.511666666666667 1 0 0 1 0 3 6 0.8999 1.14811620914753 0.0466751385701314 10.7
2327 0.328333333333333 0.5525 1 0 1 0 0 2 6 1.0027 -0.715732833208696 0.210776895676998 -17
2327 0.344166666666667 0.569166666666667 0 0 1 0 0 2 6 1.0023 -0.644780655456369 0.278451985062363 -17.7
2327 0.343333333333333 0.244166666666667 1 0 0 1 0 3 6 0.8999 -0.648474740508354 -1.12996984109807 3.5
2327 0.206666666666667 0.156666666666667 1 0 0 1 0 3 6 0.8999 -1.34513628862638 -1.68324188701746 0.8
2329 0.6675 0.311666666666667 1 0 0 0 1 4 6 0.9539 0.696899530178496 -0.792338976106445 17.4
2329 0.679166666666666 0.570833333333333 1 0 0 0 1 4 6 0.9539 0.749944778953076 0.285251937598488 0.2
2329 0.726666666666667 0.570833333333333 1 1 0 0 0 1 6 1.8843 0.977775815524838 0.285251937598488 3.3
2329 0.176666666666667 0.145 1 0 1 0 0 2 6 1.0027 -1.53909642307585 -1.77436772651619 -0.4
2329 0.206666666666667 0.411666666666667 1 0 0 0 1 4 6 0.9539 -1.34513628862638 -0.357079720305318 -12.8
2330 0.4 0.186666666666667 0 0 0 1 0 3 6 1.1182 -0.405465108108164 -1.47181653455805 9.2
2330 0.584166666666667 0.533333333333333 1 0 0 1 0 3 6 0.8999 0.339901791283073 0.133531392624521 -2.2
2331 0.406666666666667 0.44 0 0 0 1 0 3 6 1.1182 -0.377762505558827 -0.241162056816888 -4.4
2331 0.593333333333333 0.338333333333333 1 0 0 0 1 4 6 0.9539 0.377762505558827 -0.670730301645405 11.5
2331 0.5375 0.105 1 0 0 0 1 4 6 0.9539 0.150282203049338 -2.14286336811733 20.7
2331 0.605833333333333 0.2225 0 0 0 0 1 4 6 0.8903 0.429831089041585 -1.25115654244709 18.2
2332 0.255833333333333 0.0916666666666667 1 0 0 0 1 4 6 0.9539 -1.0677388332893 -2.29345260943077 7.2
2332 0.525 0.456666666666667 1 0 1 0 0 2 6 1.0027 0.100083458556983 -0.173769274978636 0.5
2332 0.41 0.505833333333333 0 1 0 0 0 1 6 1.7555 -0.363965377201412 0.0233343920617715 -9.1
2333 0.476666666666667 0.515 0 0 0 1 0 3 6 1.1182 -0.0934011750883994 0.060018009726253 -6.4
2334 0.330833333333333 0.0866666666666667 1 0 0 1 0 3 6 0.8999 -0.704418433259573 -2.35503156836659 11.4
2335 0.7575 0.4675 0 0 0 0 1 4 6 0.8903 1.13902182700599 -0.130183548854838 13.9
2335 0.6475 0.318333333333333 1 1 0 0 0 1 6 1.8843 0.608068171321369 -0.761441727996173 15.8
2336 0.645 0.499166666666667 1 0 0 0 1 4 6 0.9539 0.597132527320357 -0.003333336419757 4.1
2336 0.559166666666667 0.339166666666667 1 1 0 0 0 1 6 1.8843 0.237780705113384 -0.667010036192251 9.5
2337 0.445 0.4725 0 0 1 0 0 2 6 1.0023 -0.220893831580194 -0.110111118416424 -4.8
2337 0.5125 0.486666666666667 1 0 0 1 0 3 6 0.8999 0.0500104205746612 -0.0533459807052913 -2.4
2338 0.344166666666667 0.280833333333333 0 0 0 1 0 3 6 1.1182 -0.644780655456369 -0.940331760731068 1.6
2339 0.528333333333333 0.405833333333333 1 0 0 0 1 4 6 0.9539 0.113454876234042 -0.381217297331708 4
2339 0.5975 0.465833333333333 1 0 0 1 0 3 6 0.8999 0.395059186947048 -0.136879983765572 3.8
2340 0.398333333333333 0.465833333333333 1 0 0 0 1 4 6 0.9539 -0.412414406401372 -0.136879983765572 -6.7
2340 0.370833333333333 0.481666666666667 0 0 1 0 0 2 6 1.0023 -0.528643467082786 -0.0733662240668006 -9.2
2340 0.665 0.296666666666667 1 0 0 0 1 4 6 0.9539 0.685656508830788 -0.863221763743925 17.9
2341 0.5 0.42 0 0 1 0 0 2 6 1.0023 0 -0.322773392263051 1.6
2342 0.58 0.209166666666667 0 0 0 0 1 4 6 0.8903 0.322773392263051 -1.32995585947814 17.3
2342 0.48 0.428333333333333 0 0 0 1 0 3 6 1.1182 -0.0800427076735365 -0.288654362270721 0
